unitid,iheName,MSI_Flag,studentsRecipientsTotal,eligibleStudentsTotal,studentPortionDisbursedTotal,avgStudentAward,pct_eligible_who_received_aid_by_inst,pct_enrolled_who_received_aid_by_inst,pct_enrolled_who_were_eligible,pctPell,pct_received_who_are_pell,eligiblePellUG,eligibleNonPellUG,eligibleUG,receivedPellUG,receivedNonPellUG,receivedUG
228653,THE UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON,0,509,1747,550876,1082.271119842829,29.135661133371492,12.555500740009867,43.093241243216575,NA,NA,112,233,345,NA,NA,68
228635,UT SOUTHWESTERN MEDICAL CENTER,0,242,1140,301303,1245.0537190082644,21.228070175438596,9.626093874303898,45.346062052505964,NA,NA,0,0,0,0,0,0
229300,THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,0,1411,3555,997852,707.1948972360028,39.69057665260197,21.53212269189684,54.249961849534564,NA,75.94501718213058,273,440,713,221,70,291
416801,THE UNIVERSITY OF TEXAS MD ANDERSON CANCER CENTER,0,143,345,516397,3611.1678321678323,41.449275362318836,25.952813067150636,62.613430127041745,NA,NA,167,158,325,86,NA,NA
228644,UNIVERSITY OF TEXAS HLTH SCI CTR SAN ANTONIO,1,741,2473,772901,1043.051282051282,29.963606955115246,19.093017263591857,63.72069054367431,NA,NA,185,411,596,NA,NA,NA
485537,THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,0,11,39,4656,423.27272727272725,28.205128205128204,11.224489795918368,39.795918367346935,NA,NA,0,0,0,0,0,0
481003,MT TRAINING CENTER,0,88,112,123341,1401.6022727272727,78.57142857142857,25,31.818181818181817,0.526,73.86363636363636,75,37,112,65,23,88
491589,MYSTROS BARBER ACADEMY,0,30,40,208296.8,6943.2266666666665,75,103.44827586206897,137.93103448275863,NA,NA,0,0,0,0,0,NA
449773,CCI TRAINING CENTER,0,145,194,73859,509.3724137931035,74.74226804123711,41.78674351585015,55.907780979827095,0.452,NA,NA,NA,NA,NA,NA,NA
459532,SALON & SPA INSTITUTE,0,84,90,62300,741.6666666666666,93.33333333333333,62.22222222222222,66.66666666666666,0.958,92.45283018867924,55,4,59,49,4,53
455336,WHIT CORP,0,224,227,269228.81,1201.914330357143,98.6784140969163,74.91638795986621,75.91973244147158,0.647,64.73214285714286,147,80,227,145,79,224
423412,MID CITIES BARBER COLLEGE,0,27,27,16026.8,593.5851851851852,100,62.7906976744186,62.7906976744186,NA,NA,NA,NA,27,NA,NA,27
227748,"TECHNICAL EDUCATION SERVICES, INC.",0,239,239,317947,1330.3221757322176,100,54.31818181818182,54.31818181818182,0.697,72.80334728033473,174,65,239,174,65,239
246460,CENTRAL TEXAS BEAUTY COLLEGE,0,66,132,151290.48,2292.28,50,37.07865168539326,74.15730337078652,0.856,NA,132,0,132,NA,NA,NA
449807,SOUTHEAST TEXAS CAREER INSTITUTE LLC,0,0,44,92620,Inf,0,0,27.160493827160494,0.268,NA,40,4,44,0,0,0
488730,NORTHEAST LAKEVIEW COLLEGE,1,1422,3196,1343444,944.7566807313643,44.49311639549437,15.766714713382859,35.436301142033486,0.074,98.10126582278481,1935,1261,3196,1395,27,1422
483036,TEXAS A&M UNIVERSITY-CENTRAL TEXAS,1,325,2470,649917,1999.7446153846154,13.157894736842104,9.718899521531101,73.86363636363636,NA,71.92307692307692,1098,907,2005,187,73,260
458061,BEAUTY FIRST JOIN CORPORATION / DBA TEXAS BEAUTY COLLEGE,0,57,57,40523,710.9298245614035,100,67.85714285714286,67.85714285714286,0.549,100,42,0,42,42,0,42
223472,VET TECH INSTITUTE OF HOUSTON,0,192,353,198750,1035.15625,54.39093484419264,51.891891891891895,95.4054054054054,0.62,69.79166666666666,234,119,353,134,58,192
459514,"PELOTON COLLEGE, LLC",0,191,375,227607,1191.6596858638743,50.93333333333333,72.34848484848484,142.04545454545453,0.814,96.33507853403141,368,7,375,184,7,191
485953,THE RECORDING CONSERVATORY OF AUSTIN,0,12,12,10311,859.25,100,20,20,0.254,75,9,NA,12,9,NA,12
476726,"LAN-ROD INVESTMENTS, LLC",0,394,394,269496,684,100,37.994214079074254,37.994214079074254,0.433,100,394,0,394,394,0,394
228705,TEXAS A&M UNIVERSITY-KINGSVILLE,1,1389,4782,2896380,2085.2267818574514,29.046424090338768,14.22572716099959,48.97582957804178,0.561,76.60910518053376,3012,1254,4266,976,298,1274
455327,HANDS ON THERAPY,0,38,38,42668,1122.842105263158,100,50,50,0.781,NA,NA,NA,38,NA,NA,38
377193,UCAS UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES,0,62,62,133702,2156.483870967742,100,76.5432098765432,76.5432098765432,NA,100,62,0,62,62,0,62
461795,NORTH AMERICAN UNIVERSITY,0,143,143,122356.52,855.64,100,17.48166259168704,17.48166259168704,0.535,NA,NA,NA,143,NA,NA,143
418968,"70 FAHRENHEIT, INC.",0,212,222,135276,638.0943396226415,95.4954954954955,61.27167630057804,64.16184971098265,0.642,88.67924528301887,197,25,222,188,24,212
459949,TEXAS A&M UNIVERSITY-SAN ANTONIO,1,3515,3515,2784716.36,792.2379402560455,100,44.1527446300716,44.1527446300716,0.573,67.10684273709484,2236,1096,3332,2236,1096,3332
437635,TEXAS MEDICAL CAREERS LIMITED,0,504,1129,959054.46,1902.8858333333333,44.64127546501329,63,141.125,0.694,84.72222222222221,956,173,1129,427,77,504
430704,TEXAS HEALTH AND SCIENCE UNIVERSITY,0,36,36,59416,1650.4444444444443,100,26.277372262773724,26.277372262773724,NA,NA,NA,NA,6,NA,NA,6
458070,AVENUE FIVE INSTITUTE INC.,0,354,356,195300.18,551.6954237288136,99.43820224719101,71.80527383367141,72.21095334685599,0.46,59.6045197740113,213,143,356,211,143,354
436775,"TONI&GUY HAIRDRESSING ACADEMY, LP",0,124,124,156597,1262.8790322580646,100,47.509578544061306,47.509578544061306,0.497,61.29032258064516,76,48,124,76,48,124
492689,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER AT EL PASO,1,196,624,211288,1078,31.41025641025641,20.828905419766205,66.31243358129649,NA,NA,132,119,251,NA,NA,96
476540,"VCCSA, INC",0,81,81,109536.3,1352.3,100,30.681818181818183,30.681818181818183,0.823,NA,NA,NA,81,NA,NA,81
229656,VOGUE COLLEGE OF COSMETOLOGY,0,140,140,281373.4,2009.8100000000002,100,28.57142857142857,28.57142857142857,0.847,NA,NA,NA,NA,NA,NA,NA
476559,BOO COMPANY INC.,0,99,101,75064.77,758.23,98.01980198019803,47.368421052631575,48.32535885167464,0.618,NA,91,10,NA,89,10,NA
222983,AUSTIN COLLEGE,1,649,1309,1342606,2068.7303543913713,49.57983193277311,49.278663629460894,99.39255884586181,0.374,49.152542372881356,NA,NA,1293,319,330,649
226107,LAMAR STATE COLLEGE ORANGE,0,857,1525,860510.4199999999,1004.0961726954491,56.19672131147541,28.53812853812854,50.782550782550786,0.389,41.77362893815636,733,792,1525,358,499,857
226116,LAMAR STATE COLLEGE PORT ARTHUR,1,1332,1332,1509024.33,1132.9011486486488,100,43.67213114754098,43.67213114754098,0.512,44.44444444444444,592,740,1332,592,740,1332
226091,LAMAR UNIVERSITY,0,2522,5476,3523820,1397.2323552735925,46.05551497443389,12.78450854159274,27.75890910934253,0.492,70.46808510638299,3445,1618,5063,1656,694,2350
226408,COLLEGE OF THE MAINLAND,1,944,944,652900,691.6313559322034,100,15.913688469318949,15.913688469318949,0.406,80.72033898305084,762,182,944,762,182,944
