UNITID,iheName,MSI_Flag,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,studentsRecipientsTotal,eligibleStudentsTotal,studentPortionDisbursedTotal,avgStudentAward,pct_eligible_who_received_aid_by_inst,pct_enrolled_who_received_aid_by_inst,pct_enrolled_who_were_eligible,pctPell,pct_received_who_are_pell,eligiblePellUG,eligibleNonPellUG,eligibleUG,receivedPellUG,receivedNonPellUG,receivedUG,INSTNM,ADDR,CITY,STABBR,ZIP,FIPS,OPEID,SECTOR,ICLEVEL,CONTROL,INSTCAT,LANDGRNT,INSTSIZE,LOCALE,POSTSEC,LONGITUD,LATITUDE,FT_Previous_Cohort_2017,FT_Previous_Cohort_2018,FT_Previous_Cohort_2019,FT_Previous_Cohort_2020,FT_Previous_Cohort_2021,FT_Previous_Cohort_Adj_2017,FT_Previous_Cohort_Adj_2018,FT_Previous_Cohort_Adj_2019,FT_Previous_Cohort_Adj_2020,FT_Previous_Cohort_Adj_2021,FT_Retention_N_2017,FT_Retention_N_2018,FT_Retention_N_2019,FT_Retention_N_2020,FT_Retention_N_2021,FT_Retention_Rate_2017,FT_Retention_Rate_2018,FT_Retention_Rate_2019,FT_Retention_Rate_2020,FT_Retention_Rate_2021,New_Cohort_2017,New_Cohort_2018,New_Cohort_2019,New_Cohort_2020,New_Cohort_2021,New_UG_2017,New_UG_2018,New_UG_2019,New_UG_2020,New_UG_2021,PT_Previous_Cohort_2017,PT_Previous_Cohort_2018,PT_Previous_Cohort_2019,PT_Previous_Cohort_2020,PT_Previous_Cohort_2021,PT_Previous_Cohort_Adj_2017,PT_Previous_Cohort_Adj_2018,PT_Previous_Cohort_Adj_2019,PT_Previous_Cohort_Adj_2020,PT_Previous_Cohort_Adj_2021,PT_Retention_N_2017,PT_Retention_N_2018,PT_Retention_N_2019,PT_Retention_N_2020,PT_Retention_N_2021,PT_Retention_Rate_2017,PT_Retention_Rate_2018,PT_Retention_Rate_2019,PT_Retention_Rate_2020,PT_Retention_Rate_2021
225070,GRAYSON COUNTY JUNIOR COLLEGE DISTRICT,0,0,0,0,0,0,0,0,1622,2158,1078922,665.1800247,75.16218721,29.37341543,39.08004346,0.503,77.00369914,1699,459,2158,1249,373,1622,Grayson College,6101 Grayson Drive,Denison,TX,75020-8299,48,357000,"Public, 4-year or above",Four or more years,Public,"Degree-granting, not primarily baccalaureate or above",Not a Land Grant Institution,"1,000 - 4,999",Rural: Fringe,1,-96.633891,33.70574,559,547,0,0,29,559,547,0,0,29,335,340,0,0,5,60,62,NA,NA,17,544,347,408,324,254,1754,1667,1793,1042,1066,224,209,0,0,73,224,209,0,0,73,87,82,0,0,17,39,39,NA,NA,23
226578,MCLENNAN COUNTY JUNIOR COLLEGE DISTRICT,1,0,0,0,0,0,1,0,2195,2932,2449015,1115.724374,74.86357435,15.70100143,20.97281831,0.609,75.21640091,2187,745,2932,1651,544,2195,McLennan Community College,1400 College Dr,Waco,TX,76708,48,359000,"Public, 2-year",At least 2 but less than 4 years,Public,"Degree-granting, associate's and certificates",Not a Land Grant Institution,"5,000 - 9,999",City: Midsize,1,-97.171228,31.58947,982,1044,998,815,564,981,1044,998,815,563,570,620,557,473,345,58,59,56,58,61,1044,998,817,564,532,1899,2018,1981,1396,1448,363,401,411,618,544,363,401,411,618,544,172,174,194,274,259,47,43,47,44,48
229179,TEXAS WOMAN'S UNIVERSITY,1,0,0,0,0,0,1,0,3500,16302,4187148,1196.328,21.46975831,18.34862385,85.46264744,0.521,56.60022565,3548,6852,10400,1505,1154,2659,Texas Woman's University,304 Administration Dr,Denton,TX,76204,48,364600,"Public, 4-year or above",Four or more years,Public,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"10,000 - 19,999",City: Midsize,1,-97.127842,33.226211,1278,1249,1223,1277,1090,1278,1249,1223,1277,1090,993,906,893,988,780,78,73,73,77,72,1249,1223,1277,1090,1227,3288,3355,3431,3281,3366,24,30,21,24,40,24,30,20,24,40,14,17,12,15,20,58,57,60,63,50
487320,TEXAS STATE TECHNICAL COLLEGE,1,0,0,0,0,0,1,0,3294,8851,9965156,3025.244687,37.21613377,22.33826122,60.0230571,0.605,75.68306011,6281,2570,8851,2493,801,3294,Texas State Technical College,3801 Campus Drive,Waco,TX,76705,48,363400,"Public, 2-year",At least 2 but less than 4 years,Public,"Degree-granting, associate's and certificates",Not a Land Grant Institution,"10,000 - 19,999",City: Midsize,1,-97.08471,31.639295,1657,1247,1247,1552,1599,1650,1245,1245,1547,1594,1243,874,969,1100,899,75,70,78,71,56,1230,1247,1552,1599,1779,3694,3677,3207,4050,3640,976,858,827,868,570,975,858,827,868,567,663,410,442,520,249,68,48,53,60,44
227368,THE UNIVERSITY OF TEXAS RIO GRANDE VALLEY,1,0,0,0,0,0,1,0,21598,24869,26242959.4,1215.06433,86.84707869,63.96375052,73.65100989,0.699,72.2135498,16524,6184,22708,13878,5340,19218,The University of Texas Rio Grande Valley,1201 W University Dr,Edinburg,TX,78539-2999,48,359900,"Public, 4-year or above",Four or more years,Public,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"20,000 and above",City: Midsize,1,-98.173567,26.306759,3616,4197,4234,4477,4851,3616,4197,4234,4477,4851,2865,3209,3238,3615,3479,79,76,76,81,72,4197,4234,4477,4851,4241,6187,6241,6583,6995,6828,328,307,331,316,487,328,307,331,316,487,211,188,215,199,269,64,61,65,63,55
224004,CONCORDIA UNIVERSITY TEXAS,1,0,0,0,0,0,1,0,972,1348,756265,778.0504115,72.10682493,31.99473338,44.37129691,0.427,64.24759872,602,635,1237,602,335,937,Concordia University Texas,11400 Concordia University Drive,Austin,TX,78726,48,355700,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"1,000 - 4,999",City: Large,1,-97.835703,30.420232,270,274,213,233,217,270,274,213,233,217,163,161,144,152,121,60,59,68,65,56,274,213,233,217,195,502,449,461,397,423,10,4,4,2,2,10,4,4,2,2,5,2,1,2,2,50,50,25,100,100
227386,PANOLA COLLEGE,0,0,0,0,0,0,0,0,768,769,765603,996.8789063,99.86996099,22.03730273,22.06599713,0.601,65.88541667,507,262,769,506,262,768,Panola College,1109 W Panola Street,Carthage,TX,75633-2397,48,360000,"Public, 2-year",At least 2 but less than 4 years,Public,"Degree-granting, associate's and certificates",Not a Land Grant Institution,"1,000 - 4,999",Town: Distant,1,-94.356355,32.156214,382,391,348,293,286,380,391,348,293,286,226,186,175,160,195,59,48,50,55,68,391,348,293,286,301,1303,1403,1518,920,940,42,60,52,51,48,42,59,52,51,48,15,22,18,23,33,36,37,35,45,69
229887,WILEY COLLEGE,1,1,0,0,0,0,0,0,490,490,526490.3,1074.47,100,43.75,43.75,0.867,85.91836735,421,69,490,421,69,490,Wiley College,711 Wiley Ave,Marshall,TX,75670,48,366900,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"Under 1,000",Town: Distant,1,-94.376814,32.537641,195,175,123,74,109,195,175,123,74,109,109,68,63,52,37,56,39,51,70,34,175,123,74,110,171,392,209,133,157,248,13,NA,8,1,11,13,NA,8,1,11,5,NA,1,1,4,38,NA,13,100,36
228699,TEXARKANA COLLEGE,0,0,0,0,0,0,0,0,1124,2273,1283800,1142.170819,49.45006599,20.01780944,40.48085485,0.689,89.85765125,1448,825,2273,1010,114,1124,Texarkana College,2500 N Robison Rd,Texarkana,TX,75599,48,362800,"Public, 2-year",At least 2 but less than 4 years,Public,"Degree-granting, associate's and certificates",Not a Land Grant Institution,"1,000 - 4,999",City: Small,1,-94.078,33.441868,430,448,397,361,280,429,447,397,361,280,201,200,195,180,134,47,45,49,50,48,448,397,361,280,267,699,658,576,517,500,153,126,131,155,141,153,126,131,155,141,63,59,63,67,55,41,47,48,43,39
229841,WHARTON COUNTY JUNIOR COLLEGE,1,0,0,0,0,1,1,0,1001,1949,1530303,1528.774226,51.35967163,10.32065161,20.09485514,0.35,77.02297702,1361,588,1949,771,230,1001,Wharton County Junior College,911 Boling Hwy,Wharton,TX,77488,48,366800,"Public, 2-year",At least 2 but less than 4 years,Public,"Degree-granting, associate's and certificates",Not a Land Grant Institution,"5,000 - 9,999",Town: Distant,1,-96.085815,29.3238,1190,1278,1338,1373,984,1190,1278,1338,1373,984,838,903,959,902,668,70,71,72,66,68,1278,1338,1373,984,1034,2702,2603,2589,2023,1886,465,422,453,371,330,465,422,453,371,330,249,211,222,155,154,54,50,49,42,47
440776,"INTERACTIVE LEARNING SYSTEMS, INC",0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0.773,NA,NA,NA,NA,NA,NA,NA,Interactive College of Technology,213 W Southmore St    Suite 101,Pasadena,TX,77502,48,2331300,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,"Degree-granting, associate's and certificates",Not a Land Grant Institution,"Under 1,000",Suburb: Large,1,-95.213765,29.690435,5,4,12,11,8,5,4,12,11,8,2,2,6,7,6,40,50,50,64,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429085,AMERICAN COLLEGE OF ACUPUNCTURE & ORIENTAL MEDICINE,0,0,0,0,0,0,0,0,33,33,22970,696.0606061,100,23.74100719,23.74100719,NA,NA,0,0,0,0,0,0,American College of Acupuncture and Oriental Med,9100 Park  West Drive,Houston,TX,77063-4104,48,3153300,"Private for-profit, 4-year or above",Four or more years,Private for-profit,"Degree-granting, graduate with no undergraduate degrees",Not a Land Grant Institution,"Under 1,000",City: Large,1,-95.524765,29.735747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224226,DALLAS BAPTIST UNIVERSITY,0,0,0,0,0,0,0,0,414,2442,1099339,2655.408213,16.95331695,7.152729786,42.19073946,0.274,44.50867052,621,1241,1862,154,192,346,Dallas Baptist University,3000 Mountain Creek Parkway,Dallas,TX,75211-9299,48,356000,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"1,000 - 4,999",City: Large,1,-96.947006,32.710017,522,538,535,571,607,519,537,532,565,601,364,416,381,427,410,70,77,72,76,68,538,535,571,607,679,811,764,771,851,1175,5,2,13,1,9,4,2,13,1,5,0,0,1,0,1,0,0,8,0,20
228608,TEMPLE COLLEGE,1,0,0,0,0,0,1,0,2099,7511,1022617.55,487.1927346,27.94567967,30.83137485,110.326087,0.578,NA,3207,4304,7511,NA,NA,NA,Temple College,2600 S 1st St,Temple,TX,76504-7435,48,362700,"Public, 2-year",At least 2 but less than 4 years,Public,"Degree-granting, associate's and certificates",Not a Land Grant Institution,"1,000 - 4,999",City: Small,1,-97.350471,31.070715,358,412,357,356,394,358,412,357,356,394,209,232,217,221,327,58,56,61,62,83,417,357,356,394,250,1072,1058,1087,881,2296,234,252,262,319,200,234,252,262,319,200,89,99,104,133,146,38,39,40,42,73
224758,"EXPOSITO PARTNERS, LLC",0,0,0,0,0,0,0,0,36,36,41065,1140.694444,100,63.15789474,63.15789474,0.672,83.33333333,30,NA,36,30,NA,36,Exposito School of Hair Design,3710 Mockingbird Ln.,Amarillo,TX,79109-3208,48,2267100,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, sub-baccalaureate",Not a Land Grant Institution,"Under 1,000",City: Midsize,1,-101.881271,35.183578,12,13,15,14,17,12,13,15,13,17,6,8,12,10,13,50,62,80,77,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,5,2,3,5,0,5,2,3,3,0,2,1,3,60,NA,40,50,100
229780,WAYLAND BAPTIST UNIVERSITY,1,0,0,0,0,0,1,0,699,2288,1202800,1720.74392,30.5506993,10.58609723,34.65091625,0.549,69.18032787,1085,678,1763,422,188,610,Wayland Baptist University,1900 W 7th St.,Plainview,TX,79072,48,366300,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"1,000 - 4,999",Town: Remote,1,-101.730042,34.187677,316,271,280,218,265,316,271,280,218,264,134,132,116,82,104,42,49,41,38,39,271,281,218,268,202,665,591,524,596,464,25,26,29,24,27,25,26,29,24,27,11,15,14,9,14,44,58,48,38,52
228866,TEXAS CHIROPRACTIC COLLEGE FOUNDATION INC.,0,0,0,0,0,0,0,0,235,253,114070.75,485.4074468,92.88537549,72.75541796,78.32817337,NA,NA,0,0,0,0,0,0,Texas Chiropractic College Foundation Inc,5912 Spencer Hwy,Pasadena,TX,77505-1699,48,363500,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, graduate with no undergraduate degrees",Not a Land Grant Institution,"Under 1,000",Suburb: Large,1,-95.150135,29.663702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224554,TEXAS A&M UNIVERSITY-COMMERCE,0,0,0,0,0,0,0,0,5992,9928,2443099.69,407.7269176,60.35455278,40.99055958,67.91626762,0.558,53.35021874,4224,2932,7156,2317,2026,4343,Texas A & M University-Commerce,2600 South Neal Street,Commerce,TX,75428-3011,48,356500,"Public, 4-year or above",Four or more years,Public,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"10,000 - 19,999",Town: Distant,1,-95.908451,33.243745,990,994,1059,949,664,990,994,1059,949,664,663,653,666,547,397,67,66,63,58,60,995,1059,950,697,772,2287,2335,2376,2045,1969,14,20,16,20,48,14,20,16,20,48,4,5,7,6,20,29,25,44,30,42
228547,TARRANT COUNTY COLLEGE DISTRICT,1,0,0,0,0,0,1,0,20915,33878,14705750,703.1197705,61.73623,27.46084057,44.48091593,0.488,76.8634951,17793,16085,33878,16076,4839,20915,Tarrant County College District,1500 Houston St,Fort Worth,TX,76102-6524,48,362600,"Public, 2-year",At least 2 but less than 4 years,Public,"Degree-granting, associate's and certificates",Not a Land Grant Institution,"20,000 and above",City: Large,1,-97.327941,32.747495,3977,4186,4005,3947,2172,3977,4186,4005,3947,2172,2557,2628,2645,2493,1337,64,63,66,63,62,4186,3999,3947,2172,1583,16461,15585,15724,5928,6547,4012,4379,3928,3857,3112,4012,4379,3928,3857,3112,2009,2104,1963,1810,1583,50,48,50,47,51
226806,MIDLAND COLLEGE,0,0,0,0,0,0,0,0,599,1953,749050,1250.500835,30.67076293,6.477076125,21.11807958,0.338,72.62103506,1307,646,1953,435,164,599,Midland College,3600 N Garfield,Midland,TX,79705,48,979700,"Public, 4-year or above",Four or more years,Public,"Degree-granting, not primarily baccalaureate or above",Not a Land Grant Institution,"1,000 - 4,999",City: Midsize,1,-102.106153,32.029646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,528,465,559,388,481,1895,1655,973,850,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
226587,MCMURRY UNIVERSITY,1,0,0,0,0,0,1,0,676,866,557975,825.4068047,78.06004619,50.48543689,64.67513069,0.517,NA,459,399,858,462,211,NA,McMurry University,S 14th and Sayles Blvd,Abilene,TX,79697,48,359100,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"1,000 - 4,999",City: Midsize,1,-99.748682,32.429776,284,246,219,255,226,284,246,219,255,226,177,152,153,166,150,62,62,70,65,66,246,219,255,226,300,419,385,392,328,443,0,0,2,4,1,0,0,2,4,1,0,0,1,2,0,NA,NA,50,50,0
226833,MIDWESTERN STATE UNIVERSITY,0,0,0,0,0,0,0,0,3379,4007,2207508,653.3021604,84.327427,48.00397784,56.92569967,0.48,57.05657978,1797,1891,3688,1795,1351,3146,Midwestern State University,3410 Taft Blvd,Wichita Falls,TX,76308-2099,48,359200,"Public, 4-year or above",Four or more years,Public,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"5,000 - 9,999",City: Midsize,1,-98.519386,33.874809,734,814,889,859,745,734,814,889,859,745,490,526,599,566,467,67,65,67,66,63,814,890,859,745,745,1452,1565,1468,1366,1468,6,5,7,7,55,6,5,7,7,55,4,3,4,4,19,67,60,57,57,35
227304,ODESSA COLLEGE,1,0,0,0,0,0,1,0,1230,3705,1833000,1490.243902,33.19838057,13.42355124,40.43435556,0.497,71.05691057,2281,1424,3705,874,356,1230,Odessa College,201 W University Blvd,Odessa,TX,79764,48,359600,"Public, 4-year or above",Four or more years,Public,"Degree-granting, not primarily baccalaureate or above",Not a Land Grant Institution,"5,000 - 9,999",City: Midsize,1,-102.383477,31.866812,613,570,519,493,492,613,570,519,493,492,377,332,301,296,284,62,58,58,60,58,567,519,493,492,660,3544,2553,2770,2959,3640,492,369,450,566,509,492,369,450,566,509,206,162,167,207,195,42,44,37,37,38
222831,ANGELO STATE UNIVERSITY,1,0,0,0,0,0,1,0,2659,5433,3366765,1266.177134,48.94165286,22.65485218,46.2895118,0.482,53.09194467,2216,2661,4877,1305,1153,2458,Angelo State University,2601 W. Avenue N,San Angelo,TX,76909,48,354100,"Public, 4-year or above",Four or more years,Public,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"10,000 - 19,999",City: Midsize,1,-100.465051,31.440914,1556,1563,1517,1424,1258,1556,1562,1517,1424,1257,1044,1044,1048,1010,863,67,67,69,71,69,1563,1517,1424,1258,1270,3969,3590,3862,3834,3941,28,12,19,12,21,28,12,19,12,21,10,4,6,2,6,36,33,32,17,29
229160,TEXAS WESLEYAN UNIVERSITY,1,0,0,0,0,0,1,0,577,1398,928955,1609.974003,41.2732475,19.11228884,46.30672408,0.453,71.5,666,363,1029,286,114,400,Texas Wesleyan University,1201 Wesleyan St,Fort Worth,TX,76105-1536,48,364500,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"1,000 - 4,999",City: Large,1,-97.279613,32.732962,301,306,298,328,243,301,306,298,328,243,173,155,154,209,148,57,51,52,64,61,306,298,327,243,362,605,527,588,426,524,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
228529,TARLETON STATE UNIVERSITY,0,0,0,0,0,0,0,0,3997,17244,5403901.38,1351.989337,23.17907678,26.31163189,113.514581,0.396,51.24079629,5325,9113,14438,1879,1788,3667,Tarleton State University,1333 W. Washington,Stephenville,TX,76401-0000,48,363100,"Public, 4-year or above",Four or more years,Public,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"10,000 - 19,999",Town: Remote,1,-98.214866,32.214988,2043,1743,2045,1981,2176,2043,1743,2045,1981,2176,1372,1212,1334,1367,1516,67,70,65,69,70,1744,2045,1982,2176,2003,3251,3540,3445,3638,3489,126,155,116,91,98,126,155,116,91,98,81,96,65,59,53,64,62,56,65,54
222178,ABILENE CHRISTIAN UNIVERSITY,0,0,0,0,0,0,0,0,814,3258,1822479,2238.91769,24.98465316,13.88130969,55.55934516,0.27,52.05882353,995,1765,2760,354,326,680,Abilene Christian University,NA,Abilene,TX,79699,48,353700,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"5,000 - 9,999",City: Midsize,1,-99.709797,32.468943,993,940,905,902,853,993,940,905,902,852,760,723,715,690,675,77,77,79,76,79,940,905,907,853,833,1085,1027,1073,1010,949,54,32,19,25,6,54,32,19,25,6,29,14,11,16,2,54,44,58,64,33
225520,HOWARD COUNTY JUNIOR COLLEGE DISTRICT,1,0,0,0,0,0,1,0,728,1478,727304,999.043956,49.25575101,13.15266486,26.70280036,0.525,68.54395604,775,703,1478,499,229,728,Howard College,1001 Birdwell Lane,Big Spring,TX,79720,48,357400,"Public, 2-year",At least 2 but less than 4 years,Public,"Degree-granting, associate's and certificates",Not a Land Grant Institution,"1,000 - 4,999",Town: Distant,1,-101.450104,32.252292,362,410,410,366,330,362,410,410,366,330,150,161,176,214,202,41,39,43,58,61,410,410,366,330,365,1973,2203,1912,1544,1980,178,129,158,125,110,178,129,158,125,110,81,56,65,56,60,46,43,41,45,55
222576,AMARILLO COLLEGE,1,0,0,0,0,0,1,0,4902,4902,4437979.56,905.3405875,100,39.18465228,39.18465228,0.599,74.25540596,3640,1262,4902,3640,1262,4902,Amarillo College,2011 S. Washington,Amarillo,TX,79109,48,354000,"Public, 2-year",At least 2 but less than 4 years,Public,"Degree-granting, associate's and certificates",Not a Land Grant Institution,"5,000 - 9,999",City: Midsize,1,-101.846988,35.187839,812,734,964,1261,933,812,733,962,1261,933,559,528,657,784,625,69,72,68,62,67,734,964,1261,933,971,2949,2924,2995,2433,2744,581,494,314,395,289,581,494,314,394,289,239,214,173,169,119,41,43,55,43,41
223898,CISCO COLLEGE,1,0,0,0,0,0,1,0,1047,2901,894132,853.9942693,36.0910031,21.98194415,60.90699139,0.582,90.25787966,2611,290,2901,945,102,1047,Cisco College,101 College Heights,Cisco,TX,76437,48,355300,"Public, 2-year",At least 2 but less than 4 years,Public,"Degree-granting, associate's and certificates",Not a Land Grant Institution,"1,000 - 4,999",Town: Remote,1,-98.985206,32.401132,369,394,398,398,327,369,394,398,398,327,177,202,197,201,187,48,51,49,51,57,392,397,398,327,301,1393,1515,1593,1328,1272,652,654,739,804,725,652,654,739,804,725,361,350,423,337,412,55,54,57,42,57
228431,STEPHEN F. AUSTIN STATE UNIVERSITY,0,0,0,0,0,0,0,0,4713,5568,5262539,1116.600679,84.64439655,31.52930158,37.24913032,0.417,59.69152855,2755,2337,5092,2593,1751,4344,Stephen F Austin State University,"2008 Alumni Drive, Rusk 206",Nacogdoches,TX,75961,48,362400,"Public, 4-year or above",Four or more years,Public,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"10,000 - 19,999",Town: Remote,1,-94.64908,31.621056,2342,2320,2184,2043,1722,2342,2320,2184,2043,1722,1677,1636,1529,1572,1313,72,71,70,77,76,2320,2184,2043,1722,1684,3358,3844,3786,3161,2988,29,20,31,19,42,29,20,31,19,42,9,10,12,10,19,31,50,39,53,45
228194,"SOUTH TEXAS COLLEGE OF LAW HOUSTON, INC.",0,0,0,0,0,0,0,0,693,693,261001,376.6248196,100,69.43887776,69.43887776,NA,NA,0,0,0,0,0,0,South Texas College of Law Houston,1303 San Jacinto Street,Houston,TX,77002,48,497700,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, graduate with no undergraduate degrees",Not a Land Grant Institution,"Under 1,000",City: Large,1,-95.36455,29.753171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225423,HOUSTON COMMUNITY COLLEGE,1,0,0,0,0,1,1,0,18167,26809,15992439,880.3015908,67.76455668,22.27166851,32.86624985,0.522,88.75983927,23450,3359,26809,16125,2042,18167,Houston Community College,3100 Main Street,Houston,TX,77002,48,1063300,"Public, 2-year",At least 2 but less than 4 years,Public,"Degree-granting, associate's and certificates",Not a Land Grant Institution,"20,000 and above",City: Large,1,-95.377319,29.742114,3586,3847,4022,4167,3255,3586,3847,4022,4167,3255,2342,2551,2563,2538,2064,65,66,64,61,63,3847,4022,4167,3255,3646,12339,12727,12843,9284,14513,3973,4399,4075,4175,2678,3973,4399,4075,4175,2678,1930,2083,1814,1646,1291,49,47,45,39,48
222822,ANGELINA COUNTY JUNIOR COLLEGE DISTRICT,1,0,0,0,0,0,1,0,1457,1457,1337325.18,917.8621688,100,22.82983391,22.82983391,0.519,85.51818806,1246,211,1457,1246,211,1457,Angelina College,3500 South First,Lufkin,TX,75902-1768,48,666100,"Public, 2-year",At least 2 but less than 4 years,Public,"Degree-granting, associate's and certificates",Not a Land Grant Institution,"1,000 - 4,999",Town: Remote,1,-94.731625,31.287444,549,675,427,490,293,548,675,427,490,293,232,218,157,74,171,42,32,37,15,58,675,427,258,212,478,2220,2245,1281,1291,1411,277,291,209,173,252,277,291,209,173,252,272,109,93,22,78,98,37,44,13,31
227881,SAM HOUSTON STATE UNIVERSITY,1,0,0,0,0,0,1,0,7862,11641,9636802,1225.74434,67.53715317,33.16599873,49.10778317,0.461,53.26669564,6917,3374,10291,3677,3226,6903,Sam Houston State University,1806 Ave J,Huntsville,TX,77340,48,360600,"Public, 4-year or above",Four or more years,Public,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"20,000 and above",Town: Distant,1,-95.546205,30.714738,2667,2780,2827,2858,2706,2667,2780,2827,2858,2706,2048,2105,2131,2255,1963,77,76,75,79,73,2780,2827,2858,2706,2758,5503,5386,5541,5171,5292,91,93,56,70,137,91,93,56,70,137,58,50,34,44,82,64,54,61,63,60
228459,TEXAS STATE UNIVERSITY,1,0,0,0,0,0,1,0,17668,27378,15895755,899.6918157,64.5335671,41.29967274,63.99719495,0.394,48.72760401,11421,13619,25040,8023,8442,16465,Texas State University,601 University Dr,San Marcos,TX,78666,48,361500,"Public, 4-year or above",Four or more years,Public,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"20,000 and above",City: Small,1,-97.943029,29.888885,5513,5661,5966,6116,5431,5511,5731,5963,6110,5430,4282,4421,4511,4693,4180,78,77,76,77,77,5661,5966,6116,5431,6196,9526,9675,9749,8916,9762,219,213,193,246,430,219,213,194,246,430,123,119,104,137,235,56,56,54,56,55
227924,SAN ANTONIO COLLEGE,1,0,0,0,0,0,1,0,6281,11143,8148673.22,1297.352845,56.36722606,NA,NA,NA,100,8546,2597,11143,6281,0,6281,San Antonio College,"1819 N. Main Ave.,",San Antonio,TX,78212-3941,48,916300,"Public, 2-year",At least 2 but less than 4 years,Public,"Degree-granting, associate's and certificates",Not a Land Grant Institution,"10,000 - 19,999",City: Large,1,-98.497647,29.44634,676,825,976,1549,1118,676,825,976,1549,1118,403,477,653,874,653,60,58,67,56,58,825,976,1549,1118,1178,4170,3761,5187,4283,4618,1851,2043,1630,1751,1881,1851,2043,1630,1751,1881,802,752,633,588,634,43,37,39,34,34
228343,SOUTHWESTERN UNIVERSITY,0,0,0,0,0,0,0,0,665,1410,606725,912.3684211,47.16312057,44.93243243,95.27027027,0.261,48.87218045,325,1085,1410,325,340,665,Southwestern University,1001 E. University Avenue,Georgetown,TX,78626,48,362000,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"1,000 - 4,999",City: Small,1,-97.665738,30.634341,381,362,441,443,361,381,362,441,443,361,329,293,378,380,291,86,81,86,86,81,362,441,443,361,354,403,490,501,411,407,NA,NA,1,1,0,NA,NA,1,1,0,NA,NA,1,1,0,NA,NA,100,100,NA
