UNITID,iheName,MSI_Flag,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,studentsRecipientsTotal,eligibleStudentsTotal,studentPortionDisbursedTotal,avgStudentAward,pct_eligible_who_received_aid_by_inst,pct_enrolled_who_received_aid_by_inst,pct_enrolled_who_were_eligible,pctPell,pct_received_who_are_pell,eligiblePellUG,eligibleNonPellUG,eligibleUG,receivedPellUG,receivedNonPellUG,receivedUG,INSTNM,ADDR,CITY,STABBR,ZIP,FIPS,OPEID,SECTOR,ICLEVEL,CONTROL,INSTCAT,LANDGRNT,INSTSIZE,LOCALE,POSTSEC,LONGITUD,LATITUDE,FT_Previous_Cohort_2017,FT_Previous_Cohort_2018,FT_Previous_Cohort_2019,FT_Previous_Cohort_2020,FT_Previous_Cohort_2021,FT_Previous_Cohort_Adj_2017,FT_Previous_Cohort_Adj_2018,FT_Previous_Cohort_Adj_2019,FT_Previous_Cohort_Adj_2020,FT_Previous_Cohort_Adj_2021,FT_Retention_N_2017,FT_Retention_N_2018,FT_Retention_N_2019,FT_Retention_N_2020,FT_Retention_N_2021,FT_Retention_Rate_2017,FT_Retention_Rate_2018,FT_Retention_Rate_2019,FT_Retention_Rate_2020,FT_Retention_Rate_2021,New_Cohort_2017,New_Cohort_2018,New_Cohort_2019,New_Cohort_2020,New_Cohort_2021,New_UG_2017,New_UG_2018,New_UG_2019,New_UG_2020,New_UG_2021,PT_Previous_Cohort_2017,PT_Previous_Cohort_2018,PT_Previous_Cohort_2019,PT_Previous_Cohort_2020,PT_Previous_Cohort_2021,PT_Previous_Cohort_Adj_2017,PT_Previous_Cohort_Adj_2018,PT_Previous_Cohort_Adj_2019,PT_Previous_Cohort_Adj_2020,PT_Previous_Cohort_Adj_2021,PT_Retention_N_2017,PT_Retention_N_2018,PT_Retention_N_2019,PT_Retention_N_2020,PT_Retention_N_2021,PT_Retention_Rate_2017,PT_Retention_Rate_2018,PT_Retention_Rate_2019,PT_Retention_Rate_2020,PT_Retention_Rate_2021
228246,SOUTHERN METHODIST UNIVERSITY,0,0,0,0,0,0,0,0,1654,1654,2299130,1390.042322,100,12.89668616,12.89668616,0.094,79.62529274,680,174,854,680,174,854,Southern Methodist University,6425 Boaz St,Dallas,TX,75275-0221,48,361300,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"10,000 - 19,999",Suburb: Large,1,-96.783365,32.843612,1521,1421,1526,1541,1529,1521,1421,1526,1541,1529,1384,1287,1396,1392,1385,91,91,91,90,91,1421,1526,1541,1529,1568,1715,1795,1852,1847,1862,1,2,4,3,2,1,2,4,3,2,0,2,4,2,2,0,100,100,67,100
441760,LAMAR INSTITUTE OF TECHNOLOGY,0,0,0,0,0,0,0,0,1078,2867,637200,591.0946197,37.60027904,27.6481149,73.53167479,0.473,73.283859,1722,1145,2867,790,288,1078,Lamar Institute of Technology,855 E Lavaca,Beaumont,TX,77705,48,3627300,"Public, 2-year",At least 2 but less than 4 years,Public,"Degree-granting, associate's and certificates",Not a Land Grant Institution,"1,000 - 4,999",City: Midsize,1,-94.077126,30.047885,434,536,506,570,475,434,535,501,569,475,258,324,295,347,258,59,61,59,61,54,515,506,570,475,364,1068,1286,1119,1857,2518,251,191,187,178,319,251,191,187,178,319,119,94,106,82,148,47,49,57,46,46
443298,TREND BARBER COLLEGE,0,0,0,0,0,0,0,0,94,94,94000,1000,100,71.21212121,71.21212121,1,NA,NA,NA,NA,NA,NA,NA,Trend Barber College,8250 W Bellfort,Houston,TX,77071-2202,48,3714300,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, sub-baccalaureate",Not a Land Grant Institution,"Under 1,000",City: Large,1,-95.522116,29.65621,2,13,5,6,4,2,13,5,6,4,2,11,5,6,4,100,85,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443021,DALLAS BARBER AND STYLIST COLLEGE,0,0,0,0,0,0,0,0,50,63,86300,1726,79.36507937,25.90673575,32.64248705,1,100,63,0,63,50,0,50,Dallas Barber & Stylist College,9357 Forest Lane,Dallas,TX,75243,48,3682400,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, sub-baccalaureate",Not a Land Grant Institution,"Under 1,000",City: Large,1,-96.737009,32.909891,102,103,90,94,56,102,103,90,94,55,62,76,80,82,38,61,74,89,87,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451556,"QUIKSTUDY LEARNING CENTER, INC.",0,0,0,0,0,0,0,0,1057,1057,2015256,1906.580889,100,37.76348696,37.76348696,0.846,100,1057,0,1057,1057,0,1057,Southwest University at El Paso,1414 Geronimo,El Paso,TX,79925,48,4131700,"Private for-profit, 4-year or above",Four or more years,Private for-profit,"Degree-granting, not primarily baccalaureate or above",Not a Land Grant Institution,"1,000 - 4,999",City: Large,1,-106.413158,31.788346,112,133,144,121,99,112,133,144,121,99,85,83,120,105,88,76,62,83,87,89,559,752,213,242,402,559,752,940,548,891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461740,BUCKNER BARBER SCHOOL,0,0,0,0,0,0,0,0,21,21,18591.93,885.33,100,80.76923077,80.76923077,0.854,NA,NA,NA,21,NA,NA,21,Buckner Barber School,"1515 South Buckner Boulevard, Suite 147",Dallas,TX,75217-1775,48,4177900,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, sub-baccalaureate",Not a Land Grant Institution,"Under 1,000",City: Large,1,-96.684709,32.737175,11,14,13,13,17,11,14,13,13,17,9,9,9,10,15,82,64,69,77,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228325,SOUTHWESTERN ASSEMBLIES OF GOD UNIVERSITY,0,0,0,0,0,0,0,0,782,782,1275093,1630.553708,100,30.57075841,30.57075841,0.522,57.80051151,452,330,782,452,330,782,Southwestern Assemblies of God University,1200 Sycamore,Waxahachie,TX,75165,48,361600,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"1,000 - 4,999",Suburb: Large,1,-96.853492,32.40443,194,188,172,158,169,194,188,172,158,169,139,131,116,113,114,72,70,67,72,67,320,296,311,314,281,559,549,546,513,465,3,7,3,3,3,3,7,3,3,3,3,5,1,1,3,100,71,33,33,100
223232,BAYLOR UNIVERSITY,0,0,0,0,0,0,0,0,2697,14674,5394000,2000,18.37944664,14.22768517,77.41084617,0.194,57.10048202,2213,11066,13279,1540,1157,2697,Baylor University,NA,Waco,TX,76798,48,354500,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"10,000 - 19,999",City: Midsize,1,-97.121041,31.546872,3496,3316,3364,3303,3721,3496,3316,3364,3303,3721,3132,2946,2972,2994,3288,90,89,88,91,88,3316,3364,3303,3721,4258,3703,3736,3810,4152,4653,7,4,2,4,10,7,4,2,4,10,4,2,2,4,8,57,50,100,100,80
491996,COSMETOLOGY SCHOOLS NORTH AUSTIN LLC,0,0,0,0,0,0,0,0,36,41,27000,750,87.80487805,52.94117647,60.29411765,NA,52.77777778,24,17,41,19,17,36,The Salon Professional Academy-Georgetown,901 South IH 35,Georgetown,TX,78626-5470,48,4276700,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, sub-baccalaureate",Not a Land Grant Institution,"Under 1,000",City: Small,1,-97.688068,30.635778,NA,8,13,29,10,NA,8,13,29,10,NA,7,12,26,8,NA,88,92,90,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
229267,TRINITY UNIVERSITY,0,0,0,0,0,0,0,0,1206,1532,912705.25,756.8036899,78.72062663,43.47512617,55.22710887,0.172,33.27321912,369,1066,1435,369,740,1109,Trinity University,One Trinity Place,San Antonio,TX,78212-7200,48,364700,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"1,000 - 4,999",City: Large,1,-98.48186,29.462682,662,642,690,646,634,660,642,690,644,634,586,582,637,572,582,89,91,92,89,92,642,690,646,634,663,668,718,682,666,688,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
488299,MISSION BEAUTY INSTITUTE LLC,0,0,0,0,0,0,0,0,36,36,30534,848.1666667,100,72,72,0.11,100,36,0,36,36,0,36,Mission Beauty Institute,1123 East 9th Street,Mission,TX,78572-4404,48,4250800,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, sub-baccalaureate",Not a Land Grant Institution,"Under 1,000",City: Small,1,-98.31205,26.213855,4,4,1,7,3,3,3,1,7,3,1,3,1,7,3,33,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,18,9,10,6,16,18,9,10,6,10,4,3,4,2,63,22,33,40,33
429094,"AOMA ACADEMY, LP DBA AOMA GRADUATE SCHOOL OF INTEGRATIVE MED",0,0,0,0,0,0,0,0,33,127,22114,670.1212121,25.98425197,15.27777778,58.7962963,NA,NA,0,0,0,0,0,0,AOMA Graduate School of Integrative Medicine,4701 Westgate Blvd,Austin,TX,78745,48,3156400,"Private for-profit, 4-year or above",Four or more years,Private for-profit,"Degree-granting, graduate with no undergraduate degrees",Not a Land Grant Institution,"Under 1,000",City: Large,1,-97.800643,30.228551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485810,NIKIA THOMPSON,0,0,0,0,0,0,0,0,19,19,616.34,32.43894737,100,86.36363636,86.36363636,0.769,100,19,0,19,19,0,19,K & G 5 Star Barber College,409 Crimson Coast Dr,League City,TX,77573,48,4236900,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, sub-baccalaureate",Not a Land Grant Institution,"Under 1,000",Suburb: Midsize,1,-95.088354,29.443105,6,17,19,12,NA,6,17,19,12,NA,4,13,12,8,NA,67,76,63,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249238,"PMHS, LLC",0,0,0,0,0,0,0,0,449,449,647152.68,1441.32,100,62.44784423,62.44784423,0.724,77.06013363,346,103,449,346,103,449,Paul Mitchell the School-Houston,"10516 Katy Fwy, Suite A",Houston,TX,77043,48,2357700,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, sub-baccalaureate",Not a Land Grant Institution,"Under 1,000",City: Large,1,-95.559723,29.785868,36,38,68,27,35,36,38,68,27,35,27,31,63,15,31,75,82,93,56,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,8,18,14,8,4,8,18,14,6,3,6,17,13,75,75,75,94,93
226231,LETOURNEAU UNIVERSITY,0,0,0,0,0,0,0,0,622,819,1050372,1688.700965,75.94627595,13.45155709,17.71193772,0.336,35.04823151,310,509,819,218,404,622,LeTourneau University,2100 S Mobberly Ave,Longview,TX,75602,48,358400,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"1,000 - 4,999",City: Small,1,-94.726394,32.46632,259,288,307,337,335,259,288,307,337,334,212,226,234,273,256,82,78,76,81,77,288,309,339,335,316,1098,1227,1236,1265,1366,18,28,25,20,20,18,28,25,20,20,5,14,16,7,12,28,50,64,35,60
227401,PARIS JUNIOR COLLEGE,0,0,0,0,0,0,0,0,1846,1855,1111950,602.3564464,99.5148248,25.62465297,25.74958356,0.632,83.47778982,1543,312,1855,1541,305,1846,Paris Junior College,2400 Clarksville St,Paris,TX,75460,48,360100,"Public, 2-year",At least 2 but less than 4 years,Public,"Degree-granting, associate's and certificates",Not a Land Grant Institution,"1,000 - 4,999",Town: Remote,1,-95.529177,33.650929,696,754,647,637,557,696,754,647,637,557,370,417,384,392,316,53,55,59,62,57,754,647,637,557,531,2023,2062,2016,1832,956,199,239,173,178,192,199,239,173,178,191,68,76,81,68,67,34,32,47,38,35
225399,HOUSTON BAPTIST UNIVERSITY,1,0,0,0,0,0,1,0,1315,2853,1308037.12,994.7050342,46.09183316,30.06401463,65.22633745,0.476,78.0399274,1059,1093,2152,860,242,1102,Houston Baptist University,7502 Fondren Rd,Houston,TX,77074-3298,48,357600,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"1,000 - 4,999",City: Large,1,-95.515954,29.693819,576,510,511,693,637,576,510,511,693,637,413,351,361,494,432,72,69,71,71,68,510,511,693,637,758,759,802,998,928,1045,1,9,20,34,31,1,9,20,34,31,0,1,10,11,8,0,11,50,32,26
494977,AMERICAN MEDICAL INSTITUTE INC,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,American Medical Institute Inc.,6902 Cook Rd,Houston,TX,77099,48,4286600,"Private not-for-profit, less-than 2-year",Less than 2 years (below associate),Private not-for-profit,"Nondegree-granting, sub-baccalaureate",Not a Land Grant Institution,"Under 1,000",City: Large,1,-95.596735,29.702418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
392257,EMPOWERMENT SCHOOLS - HEALTHCARE LIMITED,0,0,0,0,0,0,0,0,1859,4307,3648776.12,1962.76284,43.16229394,68.07030392,157.7077993,0.698,86.60570199,3703,604,4307,1610,249,1859,The College of Health Care Professions-Northwest,240 Northwest Mall,Houston,TX,77092,48,3128100,"Private for-profit, 4-year or above",Four or more years,Private for-profit,"Degree-granting, not primarily baccalaureate or above",Not a Land Grant Institution,"1,000 - 4,999",City: Large,1,-95.454298,29.799602,46,58,53,27,0,46,58,53,27,0,39,47,46,20,0,85,81,87,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458052,"HONG LIEN, INC",0,0,0,0,0,0,0,0,11,15,32109,2919,73.33333333,18.96551724,25.86206897,0.865,NA,NA,0,15,NA,0,11,Advanced Beauty College,3959 N. Beltline Rd.,Irving,TX,75038,48,4155800,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, sub-baccalaureate",Not a Land Grant Institution,"Under 1,000",City: Midsize,1,-96.9927,32.859493,4,9,3,0,NA,4,9,3,0,NA,4,9,2,0,NA,100,100,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,11,3,0,NA,6,11,3,0,NA,5,10,3,0,NA,83,91,100,NA,NA
449782,"CHAMPION BEAUTY COLLEGE, INC.",0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0.772,NA,0,0,0,0,0,0,Champion Beauty College,3920 FM 1960 West #210,Houston,TX,77068,48,4117900,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, sub-baccalaureate",Not a Land Grant Institution,"Under 1,000",Suburb: Large,1,-95.489161,29.99352,10,18,13,16,28,10,18,13,16,28,8,15,11,12,20,80,83,85,75,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,29,22,24,19,10,29,22,24,19,6,20,15,17,14,60,69,68,71,74
455974,SILVA & LOPEZ ASS INC.  DBA SOUTH TEXAS TRAINING CENTER,0,0,0,0,0,0,0,0,258,301,126070,488.6434109,85.71428571,67.53926702,78.79581152,0.839,100,301,0,301,258,0,258,South Texas Training Center,1901 W Hwy 77,San Benito,TX,78586,48,4146800,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, sub-baccalaureate",Not a Land Grant Institution,"Under 1,000",Suburb: Midsize,1,-97.652989,26.156604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
439507,QUEST COLLEGE,0,0,0,0,0,0,0,0,301,310,246043.42,817.42,97.09677419,108.6642599,111.9133574,0.918,99.00332226,307,NA,310,298,NA,301,Quest College,5430 Fredericksburg Rd Ste 310,San Antonio,TX,78229,48,3400300,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,"Degree-granting, associate's and certificates",Not a Land Grant Institution,"Under 1,000",City: Large,1,-98.563006,29.507453,121,35,53,83,346,121,35,53,83,346,72,20,32,56,222,60,57,60,67,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228723,TEXAS A&M UNIVERSITY,1,0,0,0,0,0,1,0,16123,78680,19908221,1234.771507,20.49186579,22.00581435,107.3880465,0.218,30.03447285,17762,50816,68578,4182,9742,13924,Texas A & M University-College Station,"JKW Administration Building, Suite 200",College Station,TX,77843-1248,48,363200,"Public, 4-year or above",Four or more years,Public,"Degree-granting, primarily baccalaureate or above",Land Grant Institution,"20,000 and above",City: Midsize,1,-96.336475,30.618726,8955,10099,10049,9618,10039,8955,10099,10049,9618,10039,8208,9294,9369,9078,9318,92,92,93,94,93,10099,10049,9618,10039,11153,14858,14239,14151,15160,15859,1190,1540,1082,995,1071,1190,1540,1082,995,1071,1088,1402,975,926,992,91,91,90,93,93
222877,ARLINGTON BAPTIST UNIVERSITY,0,0,0,0,0,0,0,0,68,97,57000,838.2352941,70.10309278,36.95652174,52.7173913,0.458,NA,58,NA,97,NA,23,68,Arlington Baptist University,3001 W Division,Arlington,TX,76012-3425,48,2081400,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"Under 1,000",City: Large,1,-97.156024,32.739489,25,21,37,38,54,25,21,37,38,54,10,7,19,22,19,40,33,51,58,35,21,39,38,54,86,42,54,59,75,127,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
225502,UNIVERSITY OF HOUSTON-VICTORIA,1,0,0,0,0,0,1,0,2057,3660,1116503,542.7822071,56.20218579,37.63952425,66.97163769,0.669,56.85172171,1618,1071,2689,809,614,1423,University of Houston-Victoria,3007 N. Ben Wilson,Victoria,TX,77901,48,1323100,"Public, 4-year or above",Four or more years,Public,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"1,000 - 4,999",City: Small,1,-96.976334,28.816248,313,288,305,300,240,313,288,305,300,240,175,162,186,197,142,56,56,61,66,59,288,305,307,240,129,851,824,894,1017,619,6,8,53,59,26,6,8,53,59,26,2,2,37,38,6,33,25,70,64,23
485874,SALON BOUTIQUE ACADEMY,0,0,0,0,0,0,0,0,37,69,49437,1336.135135,53.62318841,19.37172775,36.12565445,0.67,45.94594595,36,33,69,17,20,37,Salon Boutique Academy,4135 Belt Line Road Suite 102,Addison,TX,75001-4399,48,4249300,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, sub-baccalaureate",Not a Land Grant Institution,"Under 1,000",Suburb: Large,1,-96.841676,32.954908,15,14,36,39,22,15,14,36,39,22,11,13,34,36,20,73,93,94,92,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,27,37,15,25,21,27,37,15,25,16,27,35,12,19,76,100,95,80,76
224545,TEXAS A&M UNIVERSITY - TEXARKANA,0,0,0,0,0,0,0,0,565,1867,762500.5,1349.558407,30.26245313,22.46520875,74.23459245,0.457,75.10204082,1133,531,1664,368,122,490,Texas A&M University-Texarkana,7101 University Avenue,Texarkana,TX,75503,48,3170300,"Public, 4-year or above",Four or more years,Public,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"1,000 - 4,999",Rural: Fringe,1,-94.103617,33.490482,199,199,230,207,274,199,199,230,207,274,113,113,135,133,138,57,57,59,64,50,218,230,207,274,225,507,549,524,577,558,6,5,1,5,12,6,5,1,5,12,2,2,0,3,5,33,40,0,60,42
485926,GA NAILS BEAUTY SCHOOL LLC,0,0,0,0,0,0,0,0,54,93,55734.78,1032.125556,58.06451613,24.65753425,42.46575342,NA,100,93,0,93,54,0,54,GA Beauty & Barber School,3301 North Ware Road Suite A,McAllen,TX,78501-3309,48,4275600,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, sub-baccalaureate",Not a Land Grant Institution,"Under 1,000",City: Midsize,1,-98.257166,26.237585,NA,0,15,48,42,NA,0,15,48,42,NA,0,7,28,30,NA,NA,47,58,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,1,NA,0,6,0,1,NA,0,3,0,1,NA,NA,50,NA,100
475608,CRISWELL COLLEGE,0,0,0,0,0,0,0,0,151,151,78406,519.2450331,100,55.51470588,55.51470588,0.367,50,66,66,132,66,66,132,Criswell College,4010 Gaston Avenue,Dallas,TX,75246-1537,48,4121800,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"Under 1,000",City: Large,1,-96.77669,32.793513,12,15,8,21,16,12,15,8,21,16,11,11,5,17,11,92,73,63,81,69,15,8,21,16,11,41,32,50,33,22,3,2,5,5,4,3,2,5,5,4,3,0,3,1,3,100,0,60,20,75
224642,EL PASO COMMUNITY COLLEGE DISTRICT,1,0,0,0,0,0,1,0,10402,24844,15110400,1452.643722,41.86926421,27.16494307,64.88039277,0.778,85.05095174,19996,4848,24844,8847,1555,10402,El Paso Community College,9050 Viscount Blvd,El Paso,TX,79925-6507,48,1038700,"Public, 2-year",At least 2 but less than 4 years,Public,"Degree-granting, associate's and certificates",Not a Land Grant Institution,"20,000 and above",City: Large,1,-106.373616,31.773359,2576,2572,2916,2915,2138,2576,2572,2915,2914,2138,1705,1685,1798,1211,1290,66,66,62,42,60,2572,2909,3092,2138,2309,5982,6562,6328,3893,4843,2220,1984,1968,1796,1018,2220,1984,1968,1796,1018,1148,967,989,800,483,52,49,50,45,47
485360,THE VOCATIONAL NURSING INSTITUTE INC.,0,0,0,0,0,0,0,0,27,27,8867,328.4074074,100,67.5,67.5,NA,85.18518519,23,4,27,23,4,27,The Vocational Nursing Institute Inc,11201 Steeple Park Drive,Houston,TX,77065,48,4239700,"Private not-for-profit, 2-year",At least 2 but less than 4 years,Private not-for-profit,"Nondegree-granting, sub-baccalaureate",Not a Land Grant Institution,"Under 1,000",City: Large,1,-95.587085,29.903883,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229522,VICTORIA BEAUTY COLLEGE INC.,0,0,0,0,0,0,0,0,76,76,45354.56,596.7705263,100,55.47445255,55.47445255,1,88.15789474,67,9,76,67,9,76,Victoria Beauty College Inc,1508 N Laurent,Victoria,TX,77901-6233,48,1202000,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, sub-baccalaureate",Not a Land Grant Institution,"Under 1,000",City: Small,1,-96.990854,28.807928,24,13,9,13,19,24,13,9,13,19,23,8,5,7,13,96,62,56,54,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,8,1,2,2,46,8,1,2,2,22,6,1,1,1,48,75,100,50,50
225575,HUSTON-TILLOTSON UNIVERSITY,1,1,0,0,0,0,1,0,920,920,786641.11,855.0446848,100,80.84358524,80.84358524,0.746,NA,749,166,NA,749,166,NA,Huston-Tillotson University,900 Chicon St,Austin,TX,78702-2795,48,357700,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"1,000 - 4,999",City: Large,1,-97.721691,30.264667,152,182,218,202,166,152,183,218,202,166,78,117,121,110,89,51,64,56,54,54,182,218,202,166,147,309,322,326,273,260,0,0,5,2,3,0,0,5,2,3,0,0,3,1,0,NA,NA,60,50,0
495244,PEARLANDS INNOVATIVE SCHOOL OF BEAUTY,0,0,0,0,0,0,0,0,10,10,3784.6,378.46,100,NA,NA,NA,NA,NA,0,NA,NA,0,NA,Pearlands Innovative School of Beauty,9330 Broadway Street,Pearland,TX,77584-7891,48,4288900,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, sub-baccalaureate",Not a Land Grant Institution,"Under 1,000",Suburb: Large,1,-95.365954,29.55683,NA,NA,NA,11,20,NA,NA,NA,11,20,NA,NA,NA,11,20,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,NA,0,10,NA,NA,NA,0,10,NA,NA,NA,NA,100
455354,AVEDA INSTITUTE CORPUS CHRISTI,0,0,0,0,0,0,0,0,271,271,186751.52,689.12,100,60.0886918,60.0886918,0.441,66.7896679,181,90,271,181,90,271,Aveda Arts & Sciences Institute-San Antonio,21003 Encino Commons Ste 121,San Antonio,TX,78259-2792,48,4142300,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, sub-baccalaureate",Not a Land Grant Institution,"Under 1,000",City: Large,1,-98.452126,29.637354,42,43,37,55,27,42,43,37,55,27,32,32,35,50,20,76,74,95,91,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225511,UNIVERSITY OF HOUSTON,1,0,0,0,0,1,1,0,26945,26945,18435291.21,684.182268,100,51.8183042,51.8183042,0.402,60.01199298,14011,9336,23347,14011,9336,23347,University of Houston,212 E. Cullen Building,Houston,TX,77204-2018,48,365200,"Public, 4-year or above",Four or more years,Public,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"20,000 and above",City: Large,1,-95.343537,29.720393,4263,4745,4919,5382,4717,4263,4745,4919,5382,4717,3618,4027,4173,4626,4016,85,85,85,86,85,4745,4919,5382,4717,4998,10225,10526,10318,10033,10176,200,214,279,298,508,200,214,279,298,508,121,142,190,204,297,61,66,68,68,58
