UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTIN,RRFTIN,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTIN,RRPTIN,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
100654,"R",1288,"R",1604,"R",80,"R",1410,"R",0,"R",0,"R",1410,"R",829,"R",59,"R",38,"R",0,"R",0,"R",38,"R",5,"R",13,"R",18
100663,"R",2228,"R",3964,"R",56,"R",1931,"R",0,"R",0,"R",1931,"R",1629,"R",84,"R",73,"R",0,"R",0,"R",73,"R",32,"R",44,"R",19
100690,"R",15,"R",98,"R",15,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",17,"R",0,"R",0,"R",17,"R",2,"R",12,"R",12
100706,"R",1341,"R",2260,"R",59,"R",1203,"R",10,"R",0,"R",1193,"R",984,"R",82,"R",9,"R",1,"R",0,"R",8,"R",3,"R",38,"R",16
100724,"R",951,"R",1088,"R",87,"R",1143,"R",0,"R",0,"R",1143,"R",677,"R",59,"R",20,"R",0,"R",0,"R",20,"R",7,"R",35,"R",15
100751,"R",7385,"R",9214,"R",80,"R",7541,"R",3,"R",0,"R",7538,"R",6565,"R",87,"R",18,"R",0,"R",0,"R",18,"R",10,"R",56,"R",23
100760,"R",349,"R",791,"R",44,"R",340,"R",0,"R",0,"R",340,"R",215,"R",63,"R",48,"R",0,"R",0,"R",48,"R",19,"R",40,"R",20
100812,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
100830,"R",648,"R",1215,"R",53,"R",558,"R",0,"Z",0,"R",558,"R",381,"R",68,"R",35,"R",0,"R",0,"R",35,"R",16,"R",46,"R",16
100858,"R",4771,"R",6446,"R",74,"R",4487,"R",6,"R",0,"R",4481,"R",4101,"R",92,"R",42,"R",3,"R",0,"R",39,"R",34,"R",87,"R",19
100937,"R",349,"R",375,"R",93,"R",328,"R",0,"R",0,"R",328,"R",247,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
101028,"R",276,"R",600,"R",46,"R",293,"R",0,"Z",0,"R",293,"R",161,"R",55,"R",66,"R",0,"Z",0,"R",66,"R",25,"R",38,"R",16
101073,"R",200,"R",254,"R",79,"R",129,"R",0,"R",0,"R",129,"R",45,"R",35,"R",4,"Z",0,"Z",0,"R",4,"R",1,"R",25,"R",20
101116,"R",8,"R",62,"R",13,"R",13,"Z",0,"Z",0,"R",13,"R",5,"R",38,"R",2,"Z",0,"Z",0,"R",2,"R",0,"R",0,"R",11
101143,"R",306,"R",831,"R",37,"R",296,"R",0,"R",0,"R",296,"R",149,"R",50,"R",88,"R",0,"R",0,"R",88,"R",31,"R",35,"R",17
101161,"R",927,"R",2112,"R",44,"R",1042,"R",0,"R",0,"R",1042,"R",622,"R",60,"R",204,"R",0,"R",0,"R",204,"R",75,"R",37,"R",25
101189,"R",311,"R",1162,"R",27,"R",296,"R",1,"Z",0,"R",295,"R",171,"R",58,"R",16,"R",0,"R",0,"R",16,"R",6,"R",38,"R",15
101240,"R",888,"R",1917,"R",46,"R",979,"R",0,"R",0,"R",979,"R",577,"R",59,"R",259,"R",0,"R",0,"R",259,"R",93,"R",36,"R",18
101277,"A",,"A",,"A",,"R",61,"Z",0,"Z",0,"R",61,"R",53,"R",87,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
101286,"R",705,"R",1809,"R",39,"R",733,"R",3,"R",0,"R",730,"R",479,"R",66,"R",179,"R",1,"R",0,"R",178,"R",75,"R",42,"R",17
101295,"R",1003,"R",1978,"R",51,"R",908,"R",0,"R",0,"R",908,"R",582,"R",64,"R",241,"R",0,"R",0,"R",241,"R",127,"R",53,"R",16
101301,"R",266,"R",492,"R",54,"R",340,"R",0,"R",0,"R",340,"R",199,"R",59,"R",33,"R",0,"Z",0,"R",33,"R",11,"R",33,"R",13
101365,"R",8,"R",133,"R",6,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",12
101435,"R",294,"R",348,"R",84,"R",277,"R",0,"R",0,"R",277,"R",180,"R",65,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
101453,"R",10,"R",22,"R",45,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",9
101462,"R",90,"R",294,"R",31,"R",123,"R",0,"R",0,"R",123,"R",49,"R",40,"R",54,"R",0,"R",0,"R",54,"R",16,"R",30,"R",13
101471,"R",202,"R",273,"R",74,"R",235,"R",0,"R",0,"R",235,"R",176,"R",75,"R",37,"R",0,"R",0,"R",37,"R",14,"R",38,"R",11
101480,"R",1115,"R",2434,"R",46,"R",1294,"R",0,"R",0,"R",1294,"R",959,"R",74,"R",26,"R",0,"R",0,"R",26,"R",9,"R",35,"R",19
101499,"R",251,"R",326,"R",77,"R",251,"R",0,"R",0,"R",251,"R",137,"R",55,"R",58,"R",0,"R",0,"R",58,"R",34,"R",59,"R",16
101505,"R",983,"R",3963,"R",25,"R",1079,"R",0,"R",0,"R",1079,"R",616,"R",57,"R",617,"R",0,"R",0,"R",617,"R",270,"R",44,"R",19
101514,"R",1072,"R",3597,"R",30,"R",1143,"R",0,"R",0,"R",1143,"R",744,"R",65,"R",826,"R",0,"R",0,"R",826,"R",390,"R",47,"R",24
101541,"R",65,"R",106,"R",61,"R",84,"R",0,"R",0,"R",84,"R",49,"R",58,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",6
101569,"R",715,"R",1411,"R",51,"R",638,"R",0,"R",0,"R",638,"R",329,"R",52,"R",198,"R",0,"R",0,"R",198,"R",70,"R",35,"R",18
101587,"R",460,"R",735,"R",63,"R",373,"R",0,"R",0,"R",373,"R",245,"R",66,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"R",13
101602,"R",415,"R",920,"R",45,"R",414,"R",0,"R",0,"R",414,"R",272,"R",66,"R",39,"R",0,"R",0,"R",39,"R",23,"R",59,"R",17
101648,"R",281,"R",304,"R",92,"R",275,"R",0,"R",0,"R",275,"R",109,"R",40,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
101675,"R",307,"R",440,"R",70,"R",428,"R",0,"R",0,"R",428,"R",214,"R",50,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",15
101693,"R",227,"R",518,"R",44,"R",224,"R",1,"R",0,"R",223,"R",153,"R",69,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",14
101709,"R",482,"R",649,"R",74,"R",473,"R",0,"R",0,"R",473,"R",367,"R",78,"R",4,"R",0,"R",0,"R",4,"R",2,"R",50,"R",14
101736,"R",677,"R",1427,"R",47,"R",751,"R",0,"R",0,"R",751,"R",430,"R",57,"R",237,"R",0,"R",0,"R",237,"R",95,"R",40,"R",20
101879,"R",1108,"R",1772,"R",63,"R",1177,"R",0,"R",0,"R",1177,"R",892,"R",76,"R",19,"R",0,"R",0,"R",19,"R",11,"R",58,"R",18
101897,"R",496,"R",1165,"R",43,"R",491,"R",0,"R",0,"R",491,"R",303,"R",62,"R",128,"R",0,"R",0,"R",128,"R",57,"R",45,"R",18
101912,"R",366,"R",450,"R",81,"R",390,"R",0,"R",0,"R",390,"R",273,"R",70,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",12
101949,"R",267,"R",480,"R",56,"R",375,"R",0,"R",0,"R",375,"R",202,"R",54,"R",45,"R",0,"R",0,"R",45,"R",14,"R",31,"R",17
101994,"R",55,"R",187,"R",29,"R",66,"R",0,"R",0,"R",66,"R",31,"R",47,"R",10,"R",0,"R",0,"R",10,"R",5,"R",50,"R",12
102030,"R",647,"R",1527,"R",42,"R",597,"R",0,"R",0,"R",597,"R",296,"R",50,"R",151,"R",0,"R",0,"R",151,"R",45,"R",30,"R",18
102049,"R",857,"R",990,"R",87,"R",916,"R",0,"R",0,"R",916,"R",797,"R",87,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
102058,"R",50,"R",191,"R",26,"R",49,"R",0,"R",0,"R",49,"R",16,"R",33,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",13
102067,"R",795,"R",1673,"R",48,"R",613,"R",0,"R",0,"R",613,"R",373,"R",61,"R",405,"R",0,"R",0,"R",405,"R",170,"R",42,"R",21
102076,"R",539,"R",986,"R",55,"R",569,"R",0,"R",0,"R",569,"R",348,"R",61,"R",67,"R",0,"R",0,"R",67,"R",23,"R",34,"R",20
102094,"R",1870,"R",2900,"R",64,"R",1955,"R",0,"R",0,"R",1955,"R",1517,"R",78,"R",41,"R",0,"R",0,"R",41,"R",25,"R",61,"R",18
102234,"R",395,"R",439,"R",90,"R",392,"R",0,"R",0,"R",392,"R",308,"R",79,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
102270,"R",118,"R",281,"R",42,"R",125,"R",0,"R",0,"R",125,"R",65,"R",52,"R",4,"R",0,"R",0,"R",4,"R",1,"R",25,"R",16
102298,"R",157,"R",228,"R",69,"R",25,"R",0,"R",0,"R",25,"R",16,"R",64,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"R",16
102313,"R",289,"R",843,"R",34,"R",235,"R",0,"R",0,"R",235,"R",142,"R",60,"R",116,"R",0,"R",0,"R",116,"R",50,"R",43,"R",15
102368,"R",1899,"R",3882,"R",49,"R",1798,"R",0,"R",0,"R",1798,"R",1259,"R",70,"R",232,"R",1,"R",0,"R",231,"R",85,"R",37,"R",14
102377,"R",748,"R",843,"R",89,"R",615,"R",0,"R",0,"R",615,"R",420,"R",68,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",14
102395,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
102429,"R",646,"R",1672,"R",39,"R",507,"R",0,"R",0,"R",507,"R",275,"R",54,"R",193,"R",0,"R",0,"R",193,"R",93,"R",48,"R",16
102553,"R",1344,"R",3204,"R",42,"R",949,"Z",0,"Z",0,"R",949,"R",659,"R",69,"R",247,"Z",0,"Z",0,"R",247,"R",126,"R",51,"R",15
102580,"R",7,"R",14,"R",50,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",8
102614,"R",638,"R",1633,"R",39,"R",449,"Z",0,"Z",0,"R",449,"R",346,"R",77,"R",42,"Z",0,"Z",0,"R",42,"R",27,"R",64,"R",11
102632,"R",155,"R",433,"R",36,"R",70,"R",0,"R",0,"R",70,"R",49,"R",70,"R",6,"R",0,"R",0,"R",6,"R",1,"R",17,"R",10
102669,"R",32,"R",125,"R",26,"R",37,"R",0,"R",0,"R",37,"R",29,"R",78,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"R",9
102711,"A",,"A",,"A",,"R",196,"R",0,"R",0,"R",196,"R",163,"R",83,"R",892,"R",0,"R",0,"R",892,"R",890,"R",100,"R",15
102845,"A",,"A",,"A",,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
103501,"A",,"A",,"A",,"R",129,"R",0,"R",0,"R",129,"R",91,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
103741,"A",,"A",,"A",,"R",41,"R",0,"Z",0,"R",41,"R",26,"R",63,"R",9,"R",0,"Z",0,"R",9,"R",5,"R",56,"R",21
103811,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
103893,"A",,"A",,"A",,"R",101,"R",0,"R",0,"R",101,"R",72,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"R",42
103909,"A",,"A",,"A",,"R",68,"R",0,"R",0,"R",68,"R",46,"R",68,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",27
103927,"A",,"A",,"A",,"R",54,"R",0,"R",0,"R",54,"R",29,"R",54,"A",,"A",,"A",,"A",,"A",,"A",,"R",38
103945,"A",,"A",,"A",,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
103954,"A",,"A",,"A",,"R",6,"R",0,"R",0,"R",6,"R",4,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
103963,"A",,"A",,"A",,"R",360,"R",0,"R",0,"R",360,"R",245,"R",68,"A",,"A",,"A",,"A",,"A",,"A",,"R",24
104090,"A",,"A",,"A",,"R",88,"R",0,"R",0,"R",88,"R",20,"R",23,"R",125,"R",0,"R",0,"R",125,"R",62,"R",50,"R",10
104151,"R",7822,"R",10992,"R",71,"R",8185,"R",55,"R",0,"R",8130,"R",7040,"R",87,"R",45,"R",0,"R",0,"R",45,"R",24,"R",53,"R",20
104160,"R",647,"R",2264,"R",29,"R",625,"R",0,"R",0,"R",625,"R",401,"R",64,"R",856,"R",0,"R",0,"R",856,"R",340,"R",40,"R",20
104179,"R",5902,"R",10067,"R",59,"R",5997,"R",19,"R",0,"R",5978,"R",4981,"R",83,"R",1756,"R",0,"R",0,"R",1756,"R",1085,"R",62,"R",15
104188,"R",21,"R",28,"R",75,"R",24,"R",0,"R",0,"R",24,"R",21,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
104346,"R",514,"R",1853,"R",28,"R",503,"R",0,"R",0,"R",503,"R",270,"R",54,"R",727,"R",0,"R",0,"R",727,"R",237,"R",33,"R",16
104364,"N",31,"N",31,"N",100,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"N",13
104391,"A",,"A",,"A",,"R",85,"R",0,"Z",0,"R",85,"R",65,"R",76,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
104425,"R",444,"R",909,"R",49,"R",453,"R",0,"R",0,"R",453,"R",282,"R",62,"R",280,"R",0,"R",0,"R",280,"R",85,"R",30,"R",16
104434,"A",,"A",,"A",,"R",19,"R",0,"Z",0,"R",19,"R",12,"R",63,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
104443,"A",,"A",,"A",,"R",13,"R",0,"Z",0,"R",13,"R",10,"R",77,"R",10,"R",0,"Z",0,"R",10,"R",7,"R",70,"R",19
104504,"A",,"A",,"A",,"R",18,"R",0,"R",0,"R",18,"R",15,"R",83,"R",18,"R",0,"R",0,"R",18,"R",14,"R",78,"R",30
104568,"A",,"A",,"A",,"R",121,"R",2,"R",0,"R",119,"R",103,"R",87,"R",134,"R",4,"R",0,"R",130,"R",113,"R",87,"R",15
104577,"R",350,"R",2014,"R",17,"R",453,"R",91,"Z",0,"R",362,"R",187,"R",52,"R",590,"R",10,"R",0,"R",580,"R",262,"R",45,"R",19
104586,"R",678,"R",787,"R",86,"R",599,"R",0,"R",0,"R",599,"R",520,"R",87,"R",5,"R",0,"R",0,"R",5,"R",3,"R",60,"R",18
104708,"R",1680,"R",5230,"R",32,"R",1698,"R",0,"Z",0,"R",1698,"R",1123,"R",66,"R",1105,"R",0,"Z",0,"R",1105,"R",464,"R",42,"R",22
104717,"R",2399,"R",16132,"R",15,"R",2375,"R",0,"R",0,"R",2375,"R",1559,"R",66,"R",729,"R",0,"R",0,"R",729,"R",285,"R",39,"R",19
105145,"R",312,"R",1646,"R",19,"R",334,"R",0,"Z",0,"R",334,"R",179,"R",54,"R",249,"R",0,"Z",0,"R",249,"R",105,"R",42,"R",14
105154,"R",1375,"R",5583,"R",25,"R",1589,"R",0,"Z",0,"R",1589,"R",1013,"R",64,"R",1149,"R",0,"Z",0,"R",1149,"R",487,"R",42,"R",21
105206,"R",153,"R",913,"R",17,"R",174,"R",0,"R",0,"R",174,"R",83,"R",48,"R",408,"R",0,"R",0,"R",408,"R",166,"R",41,"R",13
105215,"A",,"A",,"A",,"R",229,"R",0,"R",0,"R",229,"R",184,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"R",28
105297,"R",91,"R",280,"R",33,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",16
105330,"R",5261,"R",8794,"R",60,"R",5009,"R",1,"R",0,"R",5008,"R",3798,"R",76,"R",594,"R",0,"R",0,"R",594,"R",296,"R",50,"R",19
105349,"R",70,"R",717,"R",10,"R",61,"R",0,"R",0,"R",61,"R",19,"R",31,"R",120,"R",0,"R",0,"R",120,"R",25,"R",21,"R",14
105367,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",8
105428,"R",641,"R",3293,"R",19,"R",790,"R",0,"Z",0,"R",790,"R",495,"R",63,"R",752,"R",0,"Z",0,"R",752,"R",316,"R",42,"R",18
105482,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
105525,"R",2129,"R",7973,"R",27,"R",2210,"R",1,"R",0,"R",2209,"R",1416,"R",64,"R",2624,"R",0,"R",0,"R",2624,"R",1094,"R",42,"R",26
105534,"A",,"A",,"A",,"R",142,"R",1,"R",0,"R",141,"R",69,"R",49,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
105543,"A",,"A",,"A",,"R",210,"R",0,"R",0,"R",210,"R",128,"R",61,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
105589,"R",64,"R",143,"R",45,"R",45,"R",0,"R",2,"R",47,"R",34,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
105659,"A",,"A",,"A",,"R",173,"R",0,"R",0,"R",173,"R",127,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"R",34
105668,"R",77,"R",5035,"R",2,"R",109,"R",0,"Z",0,"R",109,"R",37,"R",34,"R",228,"R",0,"Z",0,"R",228,"R",77,"R",34,"R",30
105677,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5
105701,"A",,"A",,"A",,"R",32,"R",6,"R",0,"R",26,"R",11,"R",42,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
105747,"R",484,"R",2548,"R",19,"R",673,"R",0,"Z",0,"R",673,"R",442,"R",66,"R",343,"R",0,"Z",0,"R",343,"R",154,"R",45,"R",19
105792,"R",444,"R",1271,"R",35,"R",441,"R",0,"Z",0,"R",441,"R",278,"R",63,"R",257,"R",0,"Z",0,"R",257,"R",110,"R",43,"R",18
105899,"R",152,"R",331,"R",46,"R",129,"R",0,"R",0,"R",129,"R",85,"R",66,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",16
106041,"A",,"A",,"A",,"R",381,"R",2,"Z",0,"R",379,"R",305,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"R",40
106102,"A",,"A",,"A",,"R",53,"R",0,"R",0,"R",53,"R",7,"R",13,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
106111,"A",,"A",,"A",,"R",36,"R",0,"Z",0,"R",36,"R",24,"R",67,"R",14,"R",0,"Z",0,"R",14,"R",4,"R",29,"R",24
106148,"R",529,"R",2503,"R",21,"R",425,"R",0,"R",0,"R",425,"R",250,"R",59,"R",483,"R",0,"R",0,"R",483,"R",212,"R",44,"R",19
106245,"R",717,"R",2307,"R",31,"R",768,"Z",0,"Z",0,"R",768,"R",533,"R",69,"R",37,"Z",0,"Z",0,"R",37,"R",16,"R",43,"R",14
106263,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
106306,"R",163,"R",238,"R",68,"R",5,"R",0,"R",0,"R",5,"R",2,"R",40,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",20
106315,"A",,"A",,"A",,"R",6,"R",0,"R",0,"R",6,"R",4,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
106324,"A",,"A",,"A",,"R",11,"R",0,"R",0,"R",11,"R",8,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"R",4
106342,"R",190,"R",231,"R",82,"R",200,"R",0,"R",0,"R",200,"R",123,"R",62,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
106351,"A",,"A",,"A",,"R",6,"Z",0,"Z",0,"R",6,"R",3,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
106360,"A",,"A",,"A",,"R",9,"R",0,"R",0,"R",9,"R",4,"R",44,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
106397,"R",5032,"R",6639,"R",76,"R",4938,"R",2,"Z",0,"R",4936,"R",4058,"R",82,"R",29,"R",0,"Z",0,"R",29,"R",18,"R",62,"R",18
106412,"R",507,"R",644,"R",79,"R",763,"R",0,"R",0,"R",763,"R",540,"R",71,"R",9,"R",0,"R",0,"R",9,"R",2,"R",22,"R",15
106449,"R",730,"R",1064,"R",69,"R",565,"R",0,"R",0,"R",565,"R",315,"R",56,"R",45,"R",0,"R",0,"R",45,"R",22,"R",49,"R",17
106458,"R",1405,"R",2279,"R",62,"R",1609,"R",0,"R",0,"R",1609,"R",1172,"R",73,"R",35,"R",0,"R",0,"R",35,"R",9,"R",26,"R",17
106467,"R",1757,"R",2284,"R",77,"R",1548,"R",0,"R",0,"R",1548,"R",1107,"R",72,"R",21,"R",0,"R",0,"R",21,"R",9,"R",43,"R",19
106485,"R",624,"R",1428,"R",44,"R",337,"R",0,"R",0,"R",337,"R",176,"R",52,"R",5,"R",0,"R",0,"R",5,"R",2,"R",40,"R",15
106494,"A",,"A",,"A",,"R",19,"R",0,"R",0,"R",19,"R",11,"R",58,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
106546,"R",7,"R",275,"R",3,"R",12,"R",0,"R",0,"R",12,"R",7,"R",58,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
106625,"R",309,"R",483,"R",64,"R",327,"R",0,"R",0,"R",327,"R",175,"R",54,"R",50,"R",0,"R",0,"R",50,"R",20,"R",40,"R",15
106704,"R",1927,"R",2679,"R",72,"R",1867,"R",0,"R",0,"R",1867,"R",1347,"R",72,"R",13,"R",0,"R",0,"R",13,"R",8,"R",62,"R",16
106713,"R",136,"R",249,"R",55,"R",125,"R",0,"R",0,"R",125,"R",80,"R",64,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
106795,"R",213,"R",577,"R",37,"R",205,"R",0,"R",0,"R",205,"R",125,"R",61,"R",66,"R",0,"R",0,"R",66,"R",22,"R",33,"R",17
106810,"R",69,"R",94,"R",73,"R",57,"R",0,"R",0,"R",57,"R",39,"R",68,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
106829,"A",,"A",,"A",,"R",47,"R",0,"R",0,"R",47,"R",21,"R",45,"R",12,"R",0,"R",0,"R",12,"R",8,"R",67,"R",6
106883,"R",130,"R",264,"R",49,"R",191,"R",0,"R",0,"R",191,"R",105,"R",55,"R",23,"R",0,"R",0,"R",23,"R",11,"R",48,"R",13
106892,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
106908,"A",,"A",,"A",,"R",44,"R",0,"R",0,"R",44,"R",33,"R",75,"R",20,"R",0,"R",0,"R",20,"R",14,"R",70,"R",12
106980,"R",430,"R",852,"R",50,"R",433,"R",4,"R",0,"R",429,"R",235,"R",55,"R",110,"R",0,"R",0,"R",110,"R",33,"R",30,"R",19
106999,"R",243,"R",625,"R",39,"R",261,"R",0,"R",0,"R",261,"R",158,"R",61,"R",32,"Z",0,"Z",0,"R",32,"R",6,"R",19,"R",19
107044,"R",944,"R",1102,"R",86,"R",1013,"R",0,"R",0,"R",1013,"R",836,"R",83,"R",6,"R",0,"R",0,"R",6,"R",4,"R",67,"R",14
107071,"R",615,"R",819,"R",75,"R",740,"R",0,"R",0,"R",740,"R",478,"R",65,"R",5,"R",0,"R",0,"R",5,"R",0,"R",0,"R",13
107080,"R",338,"R",351,"R",96,"R",352,"R",0,"R",0,"R",352,"R",291,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
107099,"A",,"A",,"A",,"R",3,"R",0,"R",0,"R",3,"R",3,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
107123,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
107141,"R",326,"R",839,"R",39,"R",323,"R",0,"R",0,"R",323,"R",265,"R",82,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
107220,"A",,"A",,"A",,"R",132,"R",0,"R",0,"R",132,"R",105,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
107293,"A",,"A",,"A",,"R",15,"R",0,"R",0,"R",15,"R",7,"R",47,"A",,"A",,"A",,"A",,"A",,"A",,"R",19
107318,"R",118,"R",587,"R",20,"R",143,"R",0,"R",0,"R",143,"R",78,"R",55,"R",49,"R",0,"R",0,"R",49,"R",21,"R",43,"R",11
107327,"R",188,"R",543,"R",35,"R",213,"R",0,"R",0,"R",213,"R",132,"R",62,"R",64,"R",0,"R",0,"R",64,"R",32,"R",50,"R",15
107442,"A",,"A",,"A",,"R",8,"R",0,"R",0,"R",8,"R",7,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
107460,"R",409,"R",647,"R",63,"R",403,"R",0,"R",0,"R",403,"R",208,"R",52,"R",57,"R",0,"R",0,"R",57,"R",19,"R",33,"R",15
107488,"A",,"A",,"A",,"R",185,"Z",0,"Z",0,"R",185,"R",58,"R",31,"R",5,"R",0,"R",0,"R",5,"R",1,"R",20,"R",5
107512,"R",468,"R",504,"R",93,"R",395,"R",0,"R",0,"R",395,"R",311,"R",79,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",12
107521,"R",110,"R",248,"R",44,"R",124,"R",0,"R",0,"R",124,"R",71,"R",57,"R",30,"R",0,"R",0,"R",30,"R",13,"R",43,"R",11
107549,"R",196,"R",514,"R",38,"R",168,"R",0,"R",0,"R",168,"R",83,"R",49,"R",39,"Z",0,"Z",0,"R",39,"R",11,"R",28,"R",16
107558,"R",259,"R",306,"R",85,"R",189,"R",0,"R",0,"R",189,"R",113,"R",60,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
107585,"R",405,"R",792,"R",51,"R",444,"R",0,"R",0,"R",444,"R",239,"R",54,"R",116,"R",0,"R",0,"R",116,"R",48,"R",41,"R",21
107600,"R",330,"R",413,"R",80,"R",280,"R",0,"R",0,"R",280,"R",163,"R",58,"R",11,"R",0,"R",0,"R",11,"R",1,"R",9,"R",15
107619,"R",116,"R",225,"R",52,"R",114,"R",0,"R",0,"R",114,"R",69,"R",61,"R",14,"R",0,"R",0,"R",14,"R",3,"R",21,"R",12
107637,"R",172,"R",447,"R",38,"R",141,"R",0,"R",0,"R",141,"R",89,"R",63,"R",74,"R",0,"R",0,"R",74,"R",37,"R",50,"R",14
107655,"A",,"A",,"A",,"R",5,"R",0,"R",0,"R",5,"R",3,"R",60,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
107664,"R",501,"R",1436,"R",35,"R",461,"R",0,"R",0,"R",461,"R",260,"R",56,"R",357,"R",0,"R",0,"R",357,"R",189,"R",53,"R",17
107725,"R",212,"R",373,"R",57,"R",252,"R",0,"R",0,"R",252,"R",164,"R",65,"R",76,"R",0,"R",0,"R",76,"R",51,"R",67,"R",16
107743,"R",124,"R",368,"R",34,"R",120,"R",0,"R",0,"R",120,"R",73,"R",61,"R",19,"R",0,"R",0,"R",19,"R",13,"R",68,"R",17
