UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTIN,RRFTIN,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTIN,RRPTIN,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
476726,"A",,"A",,"A",,"R",65,"R",0,"R",0,"R",65,"R",50,"R",77,"A",,"A",,"A",,"A",,"A",,"A",,"R",30
476735,"A",,"A",,"A",,"R",38,"R",0,"R",0,"R",38,"R",8,"R",21,"R",15,"R",1,"R",0,"R",14,"R",5,"R",36,"R",6
476744,"A",,"A",,"A",,"R",12,"R",0,"R",0,"R",12,"R",10,"R",83,"R",11,"R",0,"R",0,"R",11,"R",10,"R",91,"R",8
476753,"A",,"A",,"A",,"R",21,"R",0,"R",0,"R",21,"R",21,"R",100,"R",4,"R",0,"R",0,"R",4,"R",4,"R",100,"R",21
476771,"A",,"A",,"A",,"R",10,"Z",0,"Z",0,"R",10,"R",4,"R",40,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"R",9
476780,"A",,"A",,"A",,"R",74,"R",0,"R",0,"R",74,"R",66,"R",89,"R",14,"R",0,"R",0,"R",14,"R",11,"R",79,"R",29
476799,"A",,"A",,"A",,"R",71,"R",0,"R",0,"R",71,"R",70,"R",99,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
476805,"A",,"A",,"A",,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
476814,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
476823,"A",,"A",,"A",,"R",8,"R",1,"R",0,"R",7,"R",6,"R",86,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
476841,"A",,"A",,"A",,"R",23,"R",0,"R",0,"R",23,"R",10,"R",43,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",20
476850,"A",,"A",,"A",,"R",10,"R",0,"R",0,"R",10,"R",10,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",17
476869,"A",,"A",,"A",,"R",89,"R",0,"R",0,"R",89,"R",53,"R",60,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
476878,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
476887,"A",,"A",,"A",,"R",15,"R",0,"R",0,"R",15,"R",14,"R",93,"R",5,"Z",0,"Z",0,"R",5,"R",4,"R",80,"R",17
476896,"A",,"A",,"A",,"R",28,"R",0,"R",0,"R",28,"R",19,"R",68,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
476902,"A",,"A",,"A",,"R",6,"R",0,"R",0,"R",6,"R",5,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
476911,"A",,"A",,"A",,"R",135,"Z",0,"Z",0,"R",135,"R",87,"R",64,"A",,"A",,"A",,"A",,"A",,"A",,"R",17
476939,"A",,"A",,"A",,"R",294,"R",0,"R",0,"R",294,"R",248,"R",84,"A",,"A",,"A",,"A",,"A",,"A",,"R",32
476948,"A",,"A",,"A",,"R",150,"Z",0,"Z",0,"R",150,"R",67,"R",45,"A",,"A",,"A",,"A",,"A",,"A",,"R",28
476957,"A",,"A",,"A",,"R",8,"R",0,"R",0,"R",8,"R",8,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
476966,"A",,"A",,"A",,"R",219,"Z",0,"Z",0,"R",219,"R",131,"R",60,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
476975,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",31
476984,"A",,"A",,"A",,"R",22,"R",0,"R",0,"R",22,"R",14,"R",64,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"R",15
476993,"A",,"A",,"A",,"R",17,"R",0,"R",0,"R",17,"R",16,"R",94,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
477002,"A",,"A",,"A",,"R",10,"R",0,"R",0,"R",10,"R",7,"R",70,"R",9,"R",0,"R",0,"R",9,"R",7,"R",78,"R",4
477039,"A",,"A",,"A",,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"R",19
477950,"A",,"A",,"A",,"R",3,"Z",0,"Z",0,"R",3,"R",1,"R",33,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
477996,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",1,"Z",0,"Z",0,"R",1,"R",0,"R",0,"R",5
478005,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",1,"Z",0,"Z",0,"R",1,"R",0,"R",0,"R",1
478014,"R",2,"R",38,"R",5,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",1,"Z",0,"Z",0,"R",1,"R",0,"R",0,"R",2
478582,"A",,"A",,"A",,"R",46,"R",0,"Z",0,"R",46,"R",33,"R",72,"R",10,"R",0,"Z",0,"R",10,"R",7,"R",70,"R",19
478591,"A",,"A",,"A",,"R",93,"Z",0,"Z",0,"R",93,"R",77,"R",83,"R",37,"Z",0,"Z",0,"R",37,"R",35,"R",95,"R",16
478616,"A",,"A",,"A",,"R",26,"R",0,"Z",0,"R",26,"R",13,"R",50,"R",9,"R",0,"Z",0,"R",9,"R",5,"R",56,"R",20
478634,"A",,"A",,"A",,"R",14,"R",0,"R",0,"R",14,"R",12,"R",86,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
478661,"A",,"A",,"A",,"R",27,"R",0,"R",0,"R",27,"R",19,"R",70,"R",5,"R",0,"R",0,"R",5,"R",1,"R",20,"R",13
478917,"A",,"A",,"A",,"R",16,"Z",0,"Z",0,"R",16,"R",12,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
478953,"A",,"A",,"A",,"R",8,"R",0,"R",0,"R",8,"R",7,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
479053,"A",,"A",,"A",,"R",33,"R",0,"R",0,"R",33,"R",27,"R",82,"R",20,"R",0,"R",0,"R",20,"R",15,"R",75,"R",15
479062,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
479248,"A",,"A",,"A",,"R",63,"R",0,"R",0,"R",63,"R",55,"R",87,"R",5,"R",0,"R",0,"R",5,"R",4,"R",80,"R",11
479424,"A",,"A",,"A",,"R",69,"R",0,"R",0,"R",69,"R",57,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
479956,"R",113,"R",1690,"R",7,"R",79,"R",0,"R",0,"R",79,"R",43,"R",54,"R",139,"R",0,"R",0,"R",139,"R",71,"R",51,"R",11
479965,"A",,"A",,"A",,"R",24,"R",0,"Z",0,"R",24,"R",22,"R",92,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
479974,"A",,"A",,"A",,"R",23,"Z",0,"Z",0,"R",23,"R",19,"R",83,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"R",20
479983,"A",,"A",,"A",,"R",5,"Z",0,"Z",0,"R",5,"R",4,"R",80,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",18
479992,"A",,"A",,"A",,"R",3,"Z",0,"Z",0,"R",3,"R",3,"R",100,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"R",10
480000,"A",,"A",,"A",,"R",11,"Z",0,"Z",0,"R",11,"R",10,"R",91,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
480019,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
480028,"A",,"A",,"A",,"R",25,"R",0,"R",0,"R",25,"R",18,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
480037,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",21
480064,"A",,"A",,"A",,"R",6,"R",0,"Z",0,"R",6,"R",3,"R",50,"R",2,"R",0,"Z",0,"R",2,"R",2,"R",100,"R",19
480073,"R",9,"R",92,"R",10,"R",19,"Z",0,"Z",0,"R",19,"R",7,"R",37,"R",7,"Z",0,"Z",0,"R",7,"R",0,"R",0,"R",12
480082,"R",12,"R",67,"R",18,"R",12,"Z",0,"Z",0,"R",12,"R",3,"R",25,"R",1,"Z",0,"Z",0,"R",1,"R",0,"R",0,"R",9
480091,"R",302,"R",1489,"R",20,"R",3,"R",0,"R",0,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",18
480107,"A",,"A",,"A",,"R",27,"R",0,"R",0,"R",27,"R",20,"R",74,"R",5,"R",0,"R",0,"R",5,"R",3,"R",60,"R",12
480125,"A",,"A",,"A",,"R",163,"Z",0,"Z",0,"R",163,"R",120,"R",74,"R",43,"Z",0,"Z",0,"R",43,"R",27,"R",63,"R",22
480134,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",9,"R",0,"R",0,"R",9,"R",5,"R",56,"R",8
480161,"A",,"A",,"A",,"R",3,"R",0,"Z",0,"R",3,"R",3,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
480170,"A",,"A",,"A",,"R",16,"Z",0,"Z",0,"R",16,"R",11,"R",69,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
480189,"R",173,"R",299,"R",58,"R",180,"R",0,"R",0,"R",180,"R",109,"R",61,"R",9,"R",0,"R",0,"R",9,"R",4,"R",44,"R",13
480198,"A",,"A",,"A",,"R",11,"R",0,"R",0,"R",11,"R",10,"R",91,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",23
480204,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
480310,"A",,"A",,"A",,"R",49,"R",0,"Z",0,"R",49,"R",32,"R",65,"R",14,"R",0,"Z",0,"R",14,"R",7,"R",50,"R",15
480329,"A",,"A",,"A",,"R",50,"R",0,"R",0,"R",50,"R",38,"R",76,"A",,"A",,"A",,"A",,"A",,"A",,"R",24
480347,"A",,"A",,"A",,"R",14,"Z",0,"Z",0,"R",14,"R",10,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
480471,"A",,"A",,"A",,"R",135,"R",1,"R",0,"R",134,"R",100,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"R",30
480499,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",3
480514,"A",,"A",,"A",,"R",41,"R",0,"R",0,"R",41,"R",27,"R",66,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
480523,"A",,"A",,"A",,"R",18,"R",0,"R",0,"R",18,"R",13,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
480532,"A",,"A",,"A",,"R",52,"R",0,"R",0,"R",52,"R",44,"R",85,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
480550,"A",,"A",,"A",,"R",48,"R",0,"R",0,"R",48,"R",35,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
480569,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",17
480657,"R",24,"R",122,"R",20,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",16
480693,"A",,"A",,"A",,"R",59,"R",0,"R",0,"R",59,"R",44,"R",75,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",9
480727,"A",,"A",,"A",,"R",22,"Z",0,"R",0,"R",22,"R",22,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
480736,"A",,"A",,"A",,"R",8,"R",0,"R",0,"R",8,"R",6,"R",75,"R",10,"Z",0,"Z",0,"R",10,"R",6,"R",60,"R",15
480781,"A",,"A",,"A",,"R",7,"R",0,"Z",0,"R",7,"R",5,"R",71,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",10
480815,"A",,"A",,"A",,"R",34,"R",0,"R",0,"R",34,"R",25,"R",74,"R",3,"R",0,"R",0,"R",3,"R",1,"R",33,"R",11
480824,"A",,"A",,"A",,"R",58,"Z",0,"Z",0,"R",58,"R",47,"R",81,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
480833,"A",,"A",,"A",,"R",551,"Z",0,"Z",0,"R",551,"R",471,"R",85,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
480842,"A",,"A",,"A",,"R",12,"R",0,"R",0,"R",12,"R",8,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
480851,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
480879,"A",,"A",,"A",,"R",6,"R",0,"R",0,"R",6,"R",5,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
480888,"A",,"A",,"A",,"R",52,"R",0,"R",0,"R",52,"R",42,"R",81,"A",,"A",,"A",,"A",,"A",,"A",,"R",4
480903,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
480912,"A",,"A",,"A",,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",3
480921,"A",,"A",,"A",,"R",7,"R",0,"R",0,"R",7,"R",5,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
480930,"A",,"A",,"A",,"R",17,"R",0,"R",0,"R",17,"R",15,"R",88,"R",4,"R",0,"R",0,"R",4,"R",4,"R",100,"R",15
480967,"R",51,"R",87,"R",59,"R",51,"R",0,"R",0,"R",51,"R",26,"R",51,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",14
480976,"A",,"A",,"A",,"R",11,"R",0,"R",0,"R",11,"R",7,"R",64,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
480985,"R",6,"R",35,"R",17,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
480994,"A",,"A",,"A",,"R",7,"R",0,"R",0,"R",7,"R",4,"R",57,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",14
481003,"A",,"A",,"A",,"R",52,"R",0,"R",0,"R",52,"R",43,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
481021,"A",,"A",,"A",,"R",17,"R",0,"Z",0,"R",17,"R",13,"R",76,"R",5,"R",0,"R",0,"R",5,"R",5,"R",100,"R",1
481049,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
481058,"R",2,"R",3,"R",67,"R",5,"R",0,"R",0,"R",5,"R",4,"R",80,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",26
481085,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",35
481100,"A",,"A",,"A",,"R",12,"R",0,"R",0,"R",12,"R",11,"R",92,"R",10,"R",0,"R",0,"R",10,"R",8,"R",80,"R",5
481128,"A",,"A",,"A",,"R",118,"R",0,"R",0,"R",118,"R",24,"R",20,"R",39,"Z",0,"Z",0,"R",39,"R",4,"R",10,"R",25
481137,"A",,"A",,"A",,"R",27,"R",0,"R",0,"R",27,"R",24,"R",89,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
481146,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
481155,"R",53,"R",53,"R",100,"R",28,"R",0,"R",0,"R",28,"R",23,"R",82,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
481164,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
481182,"A",,"A",,"A",,"R",30,"R",0,"R",0,"R",30,"R",28,"R",93,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
481191,"A",,"A",,"A",,"R",128,"R",0,"R",0,"R",128,"R",111,"R",87,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
481207,"A",,"A",,"A",,"R",29,"R",0,"R",0,"R",29,"R",26,"R",90,"A",,"A",,"A",,"A",,"A",,"A",,"R",19
481225,"R",6,"R",9,"R",67,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",3
481234,"A",,"A",,"A",,"N",218,"N",0,"N",0,"N",218,"N",157,"N",72,"A",,"A",,"A",,"A",,"A",,"A",,"N",29
481243,"A",,"A",,"A",,"R",7,"R",0,"R",0,"R",7,"R",7,"R",100,"R",10,"R",0,"R",0,"R",10,"R",10,"R",100,"R",15
481252,"A",,"A",,"A",,"R",17,"R",0,"R",0,"R",17,"R",15,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
481289,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
481298,"A",,"A",,"A",,"R",14,"R",0,"R",0,"R",14,"R",8,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
481313,"A",,"A",,"A",,"R",19,"R",0,"R",0,"R",19,"R",10,"R",53,"R",12,"R",0,"R",0,"R",12,"R",4,"R",33,"R",14
481322,"A",,"A",,"A",,"R",7,"R",0,"R",0,"R",7,"R",5,"R",71,"R",35,"R",0,"R",0,"R",35,"R",25,"R",71,"R",14
481331,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
481340,"A",,"A",,"A",,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
481368,"A",,"A",,"A",,"R",3,"R",0,"R",0,"R",3,"R",3,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
481377,"A",,"A",,"A",,"R",5,"Z",0,"Z",0,"R",5,"R",3,"R",60,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
481386,"A",,"A",,"A",,"R",8,"R",0,"R",0,"R",8,"R",7,"R",88,"R",15,"R",0,"R",0,"R",15,"R",12,"R",80,"R",15
481395,"A",,"A",,"A",,"R",4,"R",0,"R",0,"R",4,"R",4,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",3
481401,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",20,"Z",0,"Z",0,"R",20,"R",14,"R",70,"R",11
481410,"R",20,"R",24,"R",83,"R",20,"R",0,"R",0,"R",20,"R",20,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
481429,"A",,"A",,"A",,"R",58,"R",0,"R",0,"R",58,"R",48,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"R",26
481438,"R",27,"R",29,"R",93,"R",19,"R",0,"R",0,"R",19,"R",12,"R",63,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
481447,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
481456,"A",,"A",,"A",,"R",3,"R",0,"R",0,"R",3,"R",3,"R",100,"R",11,"R",0,"R",0,"R",11,"R",9,"R",82,"R",1
481465,"A",,"A",,"A",,"R",12,"R",0,"R",0,"R",12,"R",12,"R",100,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",10
481474,"A",,"A",,"A",,"R",15,"R",0,"R",0,"R",15,"R",13,"R",87,"R",73,"R",0,"R",0,"R",73,"R",62,"R",85,"R",12
481483,"A",,"A",,"A",,"R",24,"R",0,"R",0,"R",24,"R",14,"R",58,"R",6,"R",0,"R",0,"R",6,"R",4,"R",67,"R",18
481508,"A",,"A",,"A",,"R",41,"R",0,"R",0,"R",41,"R",33,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
481517,"A",,"A",,"A",,"R",22,"R",0,"R",0,"R",22,"R",15,"R",68,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
481526,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",21
481544,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3
481562,"A",,"A",,"A",,"R",7,"R",0,"R",0,"R",7,"R",7,"R",100,"R",6,"R",0,"R",0,"R",6,"R",5,"R",83,"R",2
481571,"A",,"A",,"A",,"N",8,"N",0,"N",0,"N",8,"N",8,"N",100,"N",0,"N",0,"N",0,"N",0,"N",0,"A",,"N",20
481599,"A",,"A",,"A",,"R",9,"R",0,"R",0,"R",9,"R",4,"R",44,"A",,"A",,"A",,"A",,"A",,"A",,"R",2
481678,"A",,"A",,"A",,"R",26,"R",0,"Z",0,"R",26,"R",15,"R",58,"R",8,"R",0,"Z",0,"R",8,"R",4,"R",50,"R",15
481720,"R",5,"R",59,"R",8,"R",8,"Z",0,"Z",0,"R",8,"R",4,"R",50,"R",2,"Z",0,"Z",0,"R",2,"R",0,"R",0,"R",9
481739,"A",,"A",,"A",,"R",29,"R",0,"Z",0,"R",29,"R",20,"R",69,"R",11,"R",0,"Z",0,"R",11,"R",7,"R",64,"R",16
481748,"A",,"A",,"A",,"R",43,"R",0,"Z",0,"R",43,"R",22,"R",51,"R",18,"R",0,"Z",0,"R",18,"R",10,"R",56,"R",23
481845,"A",,"A",,"A",,"R",38,"R",0,"Z",0,"R",38,"R",32,"R",84,"R",14,"R",0,"Z",0,"R",14,"R",10,"R",71,"R",11
481854,"A",,"A",,"A",,"R",44,"R",0,"R",0,"R",44,"R",36,"R",82,"A",,"A",,"A",,"A",,"A",,"A",,"R",48
481863,"A",,"A",,"A",,"R",51,"R",0,"R",0,"R",51,"R",40,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"R",17
481890,"A",,"A",,"A",,"R",19,"R",0,"R",0,"R",19,"R",16,"R",84,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
481906,"A",,"A",,"A",,"R",66,"R",0,"R",0,"R",66,"R",55,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
481915,"A",,"A",,"A",,"R",42,"R",0,"R",0,"R",42,"R",25,"R",60,"A",,"A",,"A",,"A",,"A",,"A",,"R",22
481942,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",36
481960,"A",,"A",,"A",,"R",63,"R",0,"R",0,"R",63,"R",46,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
481988,"A",,"A",,"A",,"R",60,"R",0,"R",0,"R",60,"R",32,"R",53,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
482015,"A",,"A",,"A",,"R",533,"Z",0,"Z",0,"R",533,"R",325,"R",61,"A",,"A",,"A",,"A",,"A",,"A",,"R",28
482024,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
482060,"A",,"A",,"A",,"R",108,"R",0,"R",0,"R",108,"R",51,"R",47,"A",,"A",,"A",,"A",,"A",,"A",,"R",19
482097,"A",,"A",,"A",,"R",96,"R",0,"R",0,"R",96,"R",78,"R",81,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",15
482103,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
482149,"R",886,"R",1719,"R",52,"R",797,"R",0,"R",0,"R",797,"R",578,"R",73,"R",12,"R",0,"R",0,"R",12,"R",9,"R",75,"R",15
482158,"R",1086,"R",2270,"R",48,"R",701,"R",0,"R",0,"R",701,"R",456,"R",65,"R",33,"R",0,"R",0,"R",33,"R",13,"R",39,"R",19
482167,"A",,"A",,"A",,"R",6,"R",0,"R",0,"R",6,"R",3,"R",50,"R",8,"R",0,"R",0,"R",8,"R",4,"R",50,"R",25
482176,"A",,"A",,"A",,"R",32,"R",0,"R",0,"R",32,"R",24,"R",75,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
482185,"A",,"A",,"A",,"R",48,"R",0,"R",0,"R",48,"R",47,"R",98,"A",,"A",,"A",,"A",,"A",,"A",,"R",28
482194,"A",,"A",,"A",,"R",25,"R",0,"R",0,"R",25,"R",23,"R",92,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"R",14
482200,"A",,"A",,"A",,"R",17,"R",0,"R",0,"R",17,"R",8,"R",47,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
482228,"R",38,"R",149,"R",26,"R",3,"R",0,"R",0,"R",3,"R",1,"R",33,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
482246,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
482255,"A",,"A",,"A",,"R",37,"R",0,"R",0,"R",37,"R",34,"R",92,"R",7,"R",0,"R",0,"R",7,"R",1,"R",14,"R",14
482291,"A",,"A",,"A",,"R",194,"R",0,"R",0,"R",194,"R",154,"R",79,"A",,"A",,"A",,"A",,"A",,"A",,"R",30
482316,"R",1,"R",28,"R",4,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",2,"Z",0,"Z",0,"R",2,"R",2,"R",100,"R",1
482325,"R",5,"R",48,"R",10,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",2,"Z",0,"Z",0,"R",2,"R",0,"R",0,"R",6
482334,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",2,"Z",0,"Z",0,"R",2,"R",0,"R",0,"R",1
482343,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",1
482361,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",2,"Z",0,"Z",0,"R",2,"R",0,"R",0,"R",4
482370,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",1,"Z",0,"Z",0,"R",1,"R",0,"R",0,"R",1
482413,"R",27,"R",303,"R",9,"R",25,"R",0,"R",0,"R",25,"R",13,"R",52,"R",16,"R",0,"R",0,"R",16,"R",2,"R",13,"R",31
482422,"R",8,"R",103,"R",8,"R",24,"R",0,"R",0,"R",24,"R",12,"R",50,"R",10,"R",0,"R",0,"R",10,"R",2,"R",20,"R",20
482431,"R",21,"R",568,"R",4,"R",44,"R",0,"R",0,"R",44,"R",20,"R",45,"R",43,"R",0,"R",0,"R",43,"R",9,"R",21,"R",26
482440,"A",,"A",,"A",,"R",7,"R",0,"R",0,"R",7,"R",5,"R",71,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",20
482459,"R",5,"R",189,"R",3,"R",13,"R",0,"R",0,"R",13,"R",9,"R",69,"R",12,"R",0,"R",0,"R",12,"R",0,"R",0,"R",28
482468,"R",11,"R",341,"R",3,"R",16,"R",0,"R",0,"R",16,"R",6,"R",38,"R",12,"R",0,"R",0,"R",12,"R",1,"R",8,"R",37
