"","UNITID","XGRCOHRT","GRCOHRT","XUGENTER","UGENTERN","XPGRCOHR","PGRCOHRT","XRRFTCT","RRFTCT","XRRFTEX","RRFTEX","XRRFTIN","RRFTIN","XRRFTCTA","RRFTCTA","XRET_NMF","RET_NMF","XRET_PCF","RET_PCF","XRRPTCT","RRPTCT","XRRPTEX","RRPTEX","XRRPTIN","RRPTIN","XRRPTCTA","RRPTCTA","XRET_NMP","RET_NMP","XRET_PCP","RET_PCP","XSTUFACR","STUFACR","Year"
"137",106795,"R",213,"R",577,"R",37,"R",205,"R",0,"R",0,"R",205,"R",125,"R",61,"R",66,"R",0,"R",0,"R",66,"R",22,"R",33,"R",17,2017
"138",106810,"R",69,"R",94,"R",73,"R",57,"R",0,"R",0,"R",57,"R",39,"R",68,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",10,2017
"139",106829,"A",NA,"A",NA,"A",NA,"R",47,"R",0,"R",0,"R",47,"R",21,"R",45,"R",12,"R",0,"R",0,"R",12,"R",8,"R",67,"R",6,2017
"140",106883,"R",130,"R",264,"R",49,"R",191,"R",0,"R",0,"R",191,"R",105,"R",55,"R",23,"R",0,"R",0,"R",23,"R",11,"R",48,"R",13,2017
"141",106892,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",13,2017
"142",106908,"A",NA,"A",NA,"A",NA,"R",44,"R",0,"R",0,"R",44,"R",33,"R",75,"R",20,"R",0,"R",0,"R",20,"R",14,"R",70,"R",12,2017
"143",106980,"R",430,"R",852,"R",50,"R",433,"R",4,"R",0,"R",429,"R",235,"R",55,"R",110,"R",0,"R",0,"R",110,"R",33,"R",30,"R",19,2017
"144",106999,"R",243,"R",625,"R",39,"R",261,"R",0,"R",0,"R",261,"R",158,"R",61,"R",32,"Z",0,"Z",0,"R",32,"R",6,"R",19,"R",19,2017
"145",107044,"R",944,"R",1102,"R",86,"R",1013,"R",0,"R",0,"R",1013,"R",836,"R",83,"R",6,"R",0,"R",0,"R",6,"R",4,"R",67,"R",14,2017
"146",107071,"R",615,"R",819,"R",75,"R",740,"R",0,"R",0,"R",740,"R",478,"R",65,"R",5,"R",0,"R",0,"R",5,"R",0,"R",0,"R",13,2017
"147",107080,"R",338,"R",351,"R",96,"R",352,"R",0,"R",0,"R",352,"R",291,"R",83,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",11,2017
"148",107099,"A",NA,"A",NA,"A",NA,"R",3,"R",0,"R",0,"R",3,"R",3,"R",100,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",12,2017
"149",107123,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",10,2017
"150",107141,"R",326,"R",839,"R",39,"R",323,"R",0,"R",0,"R",323,"R",265,"R",82,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",14,2017
"151",107220,"A",NA,"A",NA,"A",NA,"R",132,"R",0,"R",0,"R",132,"R",105,"R",80,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",7,2017
"152",107293,"A",NA,"A",NA,"A",NA,"R",15,"R",0,"R",0,"R",15,"R",7,"R",47,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",19,2017
"153",107318,"R",118,"R",587,"R",20,"R",143,"R",0,"R",0,"R",143,"R",78,"R",55,"R",49,"R",0,"R",0,"R",49,"R",21,"R",43,"R",11,2017
"154",107327,"R",188,"R",543,"R",35,"R",213,"R",0,"R",0,"R",213,"R",132,"R",62,"R",64,"R",0,"R",0,"R",64,"R",32,"R",50,"R",15,2017
"155",107442,"A",NA,"A",NA,"A",NA,"R",8,"R",0,"R",0,"R",8,"R",7,"R",88,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",20,2017
"156",107460,"R",409,"R",647,"R",63,"R",403,"R",0,"R",0,"R",403,"R",208,"R",52,"R",57,"R",0,"R",0,"R",57,"R",19,"R",33,"R",15,2017
"157",107488,"A",NA,"A",NA,"A",NA,"R",185,"Z",0,"Z",0,"R",185,"R",58,"R",31,"R",5,"R",0,"R",0,"R",5,"R",1,"R",20,"R",5,2017
"158",107512,"R",468,"R",504,"R",93,"R",395,"R",0,"R",0,"R",395,"R",311,"R",79,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",12,2017
"159",107521,"R",110,"R",248,"R",44,"R",124,"R",0,"R",0,"R",124,"R",71,"R",57,"R",30,"R",0,"R",0,"R",30,"R",13,"R",43,"R",11,2017
"160",107549,"R",196,"R",514,"R",38,"R",168,"R",0,"R",0,"R",168,"R",83,"R",49,"R",39,"Z",0,"Z",0,"R",39,"R",11,"R",28,"R",16,2017
"161",107558,"R",259,"R",306,"R",85,"R",189,"R",0,"R",0,"R",189,"R",113,"R",60,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",14,2017
"162",107585,"R",405,"R",792,"R",51,"R",444,"R",0,"R",0,"R",444,"R",239,"R",54,"R",116,"R",0,"R",0,"R",116,"R",48,"R",41,"R",21,2017
"163",107600,"R",330,"R",413,"R",80,"R",280,"R",0,"R",0,"R",280,"R",163,"R",58,"R",11,"R",0,"R",0,"R",11,"R",1,"R",9,"R",15,2017
"164",107619,"R",116,"R",225,"R",52,"R",114,"R",0,"R",0,"R",114,"R",69,"R",61,"R",14,"R",0,"R",0,"R",14,"R",3,"R",21,"R",12,2017
"165",107637,"R",172,"R",447,"R",38,"R",141,"R",0,"R",0,"R",141,"R",89,"R",63,"R",74,"R",0,"R",0,"R",74,"R",37,"R",50,"R",14,2017
"166",107655,"A",NA,"A",NA,"A",NA,"R",5,"R",0,"R",0,"R",5,"R",3,"R",60,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",14,2017
"167",107664,"R",501,"R",1436,"R",35,"R",461,"R",0,"R",0,"R",461,"R",260,"R",56,"R",357,"R",0,"R",0,"R",357,"R",189,"R",53,"R",17,2017
"168",107725,"R",212,"R",373,"R",57,"R",252,"R",0,"R",0,"R",252,"R",164,"R",65,"R",76,"R",0,"R",0,"R",76,"R",51,"R",67,"R",16,2017
"169",107743,"R",124,"R",368,"R",34,"R",120,"R",0,"R",0,"R",120,"R",73,"R",61,"R",19,"R",0,"R",0,"R",19,"R",13,"R",68,"R",17,2017
"170",107789,"A",NA,"A",NA,"A",NA,"R",22,"R",0,"R",0,"R",22,"R",12,"R",55,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",25,2017
"171",107831,"A",NA,"A",NA,"A",NA,"R",11,"Z",0,"Z",0,"R",11,"R",5,"R",45,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",20,2017
"172",107840,"R",78,"R",196,"R",40,"R",88,"R",0,"R",0,"R",88,"R",10,"R",11,"R",87,"R",0,"R",0,"R",87,"R",22,"R",25,"R",25,2017
"173",107877,"R",142,"R",234,"R",61,"R",113,"R",0,"R",0,"R",113,"R",79,"R",70,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",12,2017
"174",107974,"R",147,"R",570,"R",26,"R",138,"R",0,"R",0,"R",138,"R",85,"R",62,"R",56,"R",0,"R",0,"R",56,"R",18,"R",32,"R",15,2017
"175",107983,"R",858,"R",1282,"R",67,"R",846,"R",1,"R",0,"R",845,"R",558,"R",66,"R",8,"R",0,"R",0,"R",8,"R",3,"R",38,"R",16,2017
"176",107992,"R",168,"R",448,"R",38,"R",211,"R",0,"R",0,"R",211,"R",144,"R",68,"R",20,"R",0,"R",0,"R",20,"R",2,"R",10,"R",11,2017
"177",108065,"A",NA,"A",NA,"A",NA,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",12,2017
"178",108092,"R",1051,"R",2380,"R",44,"R",720,"R",0,"R",0,"R",720,"R",483,"R",67,"R",35,"R",0,"R",0,"R",35,"R",19,"R",54,"R",18,2017
"179",108232,"R",482,"R",1797,"R",27,"R",566,"R",0,"R",0,"R",566,"R",430,"R",76,"R",342,"R",1,"R",0,"R",341,"R",117,"R",34,"R",14,2017
"180",108348,"A",NA,"A",NA,"A",NA,"R",9,"R",0,"R",0,"R",9,"R",7,"R",78,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",3,2017
"181",108649,"A",NA,"A",NA,"A",NA,"R",67,"R",3,"R",0,"R",64,"R",56,"R",88,"N",37,"N",0,"N",0,"N",37,"N",20,"N",54,"R",18,2017
"182",108667,"R",212,"R",2310,"R",9,"R",269,"R",0,"R",0,"R",269,"R",145,"R",54,"R",669,"R",0,"R",0,"R",669,"R",189,"R",28,"R",27,2017
"183",108807,"R",764,"R",3579,"R",21,"R",941,"R",0,"R",0,"R",941,"R",715,"R",76,"R",784,"R",0,"R",0,"R",784,"R",390,"R",50,"R",23,2017
"184",108852,"R",113,"R",141,"R",80,"R",134,"R",0,"R",0,"R",134,"R",93,"R",69,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",14,2017
"185",108977,"A",NA,"A",NA,"A",NA,"R",25,"R",0,"R",0,"R",25,"R",7,"R",28,"R",7,"R",0,"R",0,"R",7,"R",7,"R",100,"R",25,2017
"186",109040,"A",NA,"A",NA,"A",NA,"R",128,"R",0,"R",0,"R",128,"R",88,"R",69,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",38,2017
"187",109086,"A",NA,"A",NA,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",6,2017
"188",109208,"R",1274,"R",9177,"R",14,"R",1265,"R",0,"R",0,"R",1265,"R",887,"R",70,"R",1995,"R",0,"R",0,"R",1995,"R",1001,"R",50,"R",27,2017
"189",109350,"R",1094,"R",3733,"R",29,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",24,2017
"190",109651,"R",223,"R",424,"R",53,"R",210,"R",0,"R",0,"R",210,"R",167,"R",80,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",9,2017
"191",109721,"A",NA,"A",NA,"A",NA,"R",435,"R",0,"R",0,"R",435,"R",243,"R",56,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",25,2017
"192",109730,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",13,2017
"193",109785,"R",996,"R",1473,"R",68,"R",1134,"R",0,"R",0,"R",1134,"R",938,"R",83,"R",5,"R",0,"R",0,"R",5,"R",3,"R",60,"R",10,2017
"194",109819,"R",2043,"R",7257,"R",28,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",31,2017
"195",109907,"R",287,"R",1100,"R",26,"R",210,"R",0,"R",0,"R",210,"R",129,"R",61,"R",332,"R",0,"R",0,"R",332,"R",89,"R",27,"R",29,2017
"196",109934,"A",NA,"A",NA,"A",NA,"R",49,"R",0,"R",0,"R",49,"R",39,"R",80,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",12,2017
"197",110060,"R",64,"R",81,"R",79,"R",65,"R",0,"R",0,"R",65,"R",25,"R",38,"R",14,"R",0,"R",0,"R",14,"R",7,"R",50,"R",7,2017
"198",110097,"R",890,"R",1172,"R",76,"R",863,"Z",0,"Z",0,"R",863,"R",750,"R",87,"R",9,"Z",0,"Z",0,"R",9,"R",6,"R",67,"R",14,2017
"199",110194,"A",NA,"A",NA,"A",NA,"R",24,"R",0,"R",0,"R",24,"R",22,"R",92,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",10,2017
"200",110219,"R",200,"R",308,"R",65,"R",84,"R",0,"R",0,"R",84,"R",48,"R",57,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",35,2017
"201",110246,"R",1308,"R",3154,"R",41,"R",1355,"R",0,"R",0,"R",1355,"R",905,"R",67,"R",749,"R",0,"R",0,"R",749,"R",323,"R",43,"R",23,2017
"202",110316,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",11,2017
"203",110334,"R",942,"R",3001,"R",31,"R",973,"R",0,"R",0,"R",973,"R",700,"R",72,"R",622,"R",0,"R",0,"R",622,"R",298,"R",48,"R",22,2017
"204",110361,"R",1375,"R",2338,"R",59,"R",1117,"R",0,"R",0,"R",1117,"R",872,"R",78,"R",29,"R",0,"R",0,"R",29,"R",13,"R",45,"R",17,2017
"205",110370,"R",235,"R",374,"R",63,"R",255,"R",0,"R",0,"R",255,"R",213,"R",84,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",11,2017
"206",110404,"R",235,"R",238,"R",99,"R",235,"R",0,"Z",0,"R",235,"R",231,"R",98,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",3,2017
"207",110413,"R",585,"R",898,"R",65,"R",638,"R",0,"R",0,"R",638,"R",540,"R",85,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",16,2017
"208",110422,"R",5241,"R",6177,"R",85,"R",4333,"Z",0,"Z",0,"R",4333,"R",4105,"R",95,"R",8,"Z",0,"Z",0,"R",8,"R",7,"R",88,"R",22,2017
"209",110468,"R",9,"R",586,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",10,"R",0,"R",0,"R",10,"R",4,"R",40,"R",14,2017
"210",110486,"R",1383,"R",2561,"R",54,"R",1289,"Z",0,"Z",0,"R",1289,"R",977,"R",76,"R",73,"Z",0,"Z",0,"R",73,"R",30,"R",41,"R",24,2017
"211",110495,"R",1362,"R",2462,"R",55,"R",1330,"Z",0,"Z",0,"R",1330,"R",1060,"R",80,"R",59,"Z",0,"Z",0,"R",59,"R",20,"R",34,"R",22,2017
"212",110510,"R",2483,"R",5111,"R",49,"R",2735,"Z",0,"Z",0,"R",2735,"R",2331,"R",85,"R",55,"Z",0,"Z",0,"R",55,"R",37,"R",67,"R",30,2017
"213",110529,"R",3668,"R",6987,"R",52,"R",4079,"Z",0,"Z",0,"R",4079,"R",3510,"R",86,"R",125,"Z",0,"Z",0,"R",125,"R",71,"R",57,"R",29,2017
"214",110538,"R",2769,"R",4442,"R",62,"R",2725,"Z",0,"Z",0,"R",2725,"R",2279,"R",84,"R",36,"Z",0,"Z",0,"R",36,"R",21,"R",58,"R",25,2017
"215",110547,"R",1635,"R",4558,"R",36,"R",1257,"Z",0,"Z",0,"R",1257,"R",968,"R",77,"R",41,"Z",0,"Z",0,"R",41,"R",14,"R",34,"R",25,2017
"216",110556,"R",3307,"R",5970,"R",55,"R",3208,"Z",0,"Z",0,"R",3208,"R",2612,"R",81,"R",94,"Z",0,"Z",0,"R",94,"R",54,"R",57,"R",23,2017
"217",110565,"R",4305,"R",8398,"R",51,"R",4274,"Z",0,"Z",0,"R",4274,"R",3711,"R",87,"R",152,"Z",0,"Z",0,"R",152,"R",98,"R",64,"R",25,2017
"218",110574,"R",1393,"R",3961,"R",35,"R",1584,"Z",0,"Z",0,"R",1584,"R",1193,"R",75,"R",12,"Z",0,"Z",0,"R",12,"R",6,"R",50,"R",27,2017
"219",110583,"R",4107,"R",8095,"R",51,"R",4143,"Z",0,"Z",0,"R",4143,"R",3655,"R",88,"R",110,"Z",0,"Z",0,"R",110,"R",73,"R",66,"R",23,2017
"220",110592,"R",3405,"R",7007,"R",49,"R",3675,"Z",0,"Z",0,"R",3675,"R",2908,"R",79,"R",155,"Z",0,"Z",0,"R",155,"R",69,"R",45,"R",25,2017
"221",110608,"R",5174,"R",10469,"R",49,"R",4422,"Z",0,"Z",0,"R",4422,"R",3554,"R",80,"R",76,"Z",0,"Z",0,"R",76,"R",42,"R",55,"R",26,2017
"222",110617,"R",3482,"R",7243,"R",48,"R",3680,"Z",0,"Z",0,"R",3680,"R",3051,"R",83,"R",80,"Z",0,"Z",0,"R",80,"R",53,"R",66,"R",26,2017
"223",110635,"R",6344,"R",9104,"R",70,"R",6198,"R",0,"R",0,"R",6198,"R",6028,"R",97,"R",54,"R",0,"R",0,"R",54,"R",48,"R",89,"R",18,2017
"224",110644,"R",5810,"R",9257,"R",63,"R",5679,"R",0,"R",0,"R",5679,"R",5269,"R",93,"R",83,"R",0,"R",0,"R",83,"R",66,"R",80,"R",20,2017
"225",110653,"R",6534,"R",9545,"R",68,"R",6540,"R",0,"R",0,"R",6540,"R",6148,"R",94,"R",11,"R",0,"R",0,"R",11,"R",7,"R",64,"R",18,2017
"226",110662,"R",6022,"R",9216,"R",65,"R",6535,"R",0,"R",0,"R",6535,"R",6313,"R",97,"R",10,"R",0,"R",0,"R",10,"R",8,"R",80,"R",18,2017
"227",110671,"R",4575,"R",5995,"R",76,"R",5345,"R",0,"R",0,"R",5345,"R",4750,"R",89,"R",13,"R",0,"R",0,"R",13,"R",8,"R",62,"R",22,2017
"228",110680,"R",5690,"R",8571,"R",66,"R",5714,"R",0,"R",0,"R",5714,"R",5390,"R",94,"R",34,"R",0,"R",0,"R",34,"R",22,"R",65,"R",19,2017
"229",110705,"R",4514,"R",6746,"R",67,"R",4982,"R",0,"R",0,"R",4982,"R",4610,"R",93,"R",14,"R",0,"R",0,"R",14,"R",10,"R",71,"R",18,2017
"230",110714,"R",4040,"R",5283,"R",76,"R",4204,"R",0,"R",0,"R",4204,"R",3807,"R",91,"R",17,"R",0,"R",0,"R",17,"R",2,"R",12,"R",19,2017
"231",110778,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",11,2017
"232",110875,"A",NA,"A",NA,"A",NA,"R",31,"Z",0,"Z",0,"R",31,"R",27,"R",87,"R",22,"Z",0,"Z",0,"R",22,"R",17,"R",77,"R",27,2017
"233",110918,"R",3,"R",5,"R",60,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",3,2017
"234",111054,"A",NA,"A",NA,"A",NA,"R",29,"R",0,"R",0,"R",29,"R",27,"R",93,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",14,2017
"235",111081,"R",213,"R",332,"R",64,"R",184,"R",0,"R",0,"R",184,"R",150,"R",82,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",7,2017
"236",111188,"R",223,"R",289,"R",77,"R",236,"Z",0,"Z",0,"R",236,"R",176,"R",75,"R",5,"Z",0,"Z",0,"R",5,"R",3,"R",60,"R",13,2017
"237",111434,"R",257,"R",2116,"R",12,"R",249,"R",0,"R",0,"R",249,"R",164,"R",66,"R",383,"R",0,"R",0,"R",383,"R",132,"R",34,"R",26,2017
"238",111461,"R",1512,"R",4694,"R",32,"R",1478,"R",0,"R",0,"R",1478,"R",1102,"R",75,"R",1304,"R",0,"R",0,"R",1304,"R",596,"R",46,"R",26,2017
"239",111513,"A",NA,"A",NA,"A",NA,"R",37,"R",0,"R",0,"R",37,"R",29,"R",78,"R",5,"R",0,"R",0,"R",5,"R",4,"R",80,"R",15,2017
"240",111638,"A",NA,"A",NA,"A",NA,"R",5,"R",0,"R",0,"R",5,"R",5,"R",100,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",13,2017
"241",111708,"A",NA,"A",NA,"A",NA,"R",57,"Z",0,"Z",0,"R",57,"R",42,"R",74,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",NA,"R",32,2017
"242",111717,"A",NA,"A",NA,"A",NA,"R",93,"Z",0,"Z",0,"R",93,"R",85,"R",91,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",23,2017
"243",111726,"A",NA,"A",NA,"A",NA,"R",73,"Z",0,"Z",0,"R",73,"R",63,"R",86,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",18,2017
"244",111744,"A",NA,"A",NA,"A",NA,"R",51,"Z",0,"Z",0,"R",51,"R",40,"R",78,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",19,2017
"245",111762,"A",NA,"A",NA,"A",NA,"R",29,"Z",0,"Z",0,"R",29,"R",22,"R",76,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",18,2017
"246",111799,"A",NA,"A",NA,"A",NA,"R",20,"Z",0,"Z",0,"R",20,"R",15,"R",75,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",28,2017
"247",111887,"R",2036,"R",5621,"R",36,"R",1665,"R",0,"R",0,"R",1665,"R",1261,"R",76,"R",1595,"R",0,"R",0,"R",1595,"R",902,"R",57,"R",26,2017
"248",111896,"R",209,"R",2280,"R",9,"R",200,"R",0,"R",0,"R",200,"R",113,"R",57,"R",311,"R",0,"R",0,"R",311,"R",83,"R",27,"R",31,2017
"249",111920,"R",928,"R",4176,"R",22,"R",948,"R",0,"R",0,"R",948,"R",696,"R",73,"R",1052,"R",0,"R",0,"R",1052,"R",495,"R",47,"R",25,2017
"250",111939,"R",1538,"R",6431,"R",24,"R",1681,"R",0,"R",0,"R",1681,"R",1143,"R",68,"R",2338,"R",0,"R",0,"R",2338,"R",1350,"R",58,"R",24,2017
"251",111948,"R",1678,"R",2338,"R",72,"R",1487,"R",2,"R",0,"R",1485,"R",1344,"R",91,"R",5,"R",0,"R",0,"R",5,"R",3,"R",60,"R",14,2017
"252",111966,"R",18,"R",82,"R",22,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",10,2017
"253",112075,"R",328,"R",468,"R",70,"R",406,"R",0,"R",0,"R",406,"R",303,"R",75,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",17,2017
"254",112084,"R",69,"R",183,"R",38,"R",57,"R",0,"R",0,"R",57,"R",44,"R",77,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",12,2017
"255",112172,"R",1367,"R",3945,"R",35,"R",1258,"R",0,"R",0,"R",1258,"R",867,"R",69,"R",705,"R",0,"R",0,"R",705,"R",393,"R",56,"R",30,2017
"256",112181,"A",NA,"A",NA,"A",NA,"R",27,"R",0,"R",0,"R",27,"R",20,"R",74,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",9,2017
"257",112190,"R",1420,"R",8151,"R",17,"R",916,"R",0,"R",0,"R",916,"R",659,"R",72,"R",1355,"R",0,"R",0,"R",1355,"R",601,"R",44,"R",24,2017
"258",112260,"R",352,"R",361,"R",98,"R",321,"R",0,"R",0,"R",321,"R",310,"R",97,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",8,2017
"259",112288,"A",NA,"A",NA,"A",NA,"R",116,"R",0,"R",0,"R",116,"R",83,"R",72,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",16,2017
"260",112367,"A",NA,"A",NA,"A",NA,"R",202,"R",25,"Z",0,"R",177,"R",91,"R",51,"R",246,"Z",0,"Z",0,"R",246,"R",122,"R",50,"R",45,2017
"261",112385,"R",163,"R",4012,"R",4,"R",182,"R",0,"R",0,"R",182,"R",95,"R",52,"R",803,"R",0,"R",0,"R",803,"R",234,"R",29,"R",35,2017
"262",112394,"R",63,"R",112,"R",56,"R",105,"R",0,"R",0,"R",105,"R",79,"R",75,"R",11,"R",0,"R",0,"R",11,"R",10,"R",91,"R",11,2017
"263",112446,"R",11,"R",39,"R",28,"R",6,"R",0,"R",0,"R",6,"R",3,"R",50,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",8,2017
"264",112455,"A",NA,"A",NA,"A",NA,"R",21,"R",0,"R",0,"R",21,"R",19,"R",90,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",10,2017
"265",112561,"R",171,"R",967,"R",18,"R",218,"R",0,"R",0,"R",218,"R",121,"R",56,"R",226,"R",0,"R",0,"R",226,"R",92,"R",41,"R",20,2017
"266",112570,"A",NA,"A",NA,"A",NA,"R",59,"R",0,"R",0,"R",59,"R",51,"R",86,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",10,2017
"267",112686,"R",398,"R",2600,"R",15,"R",457,"R",0,"R",0,"R",457,"R",280,"R",61,"R",413,"R",0,"R",0,"R",413,"R",152,"R",37,"R",24,2017
"268",112826,"R",243,"R",1963,"R",12,"R",312,"R",0,"R",0,"R",312,"R",210,"R",67,"R",399,"R",0,"R",0,"R",399,"R",183,"R",46,"R",23,2017
"269",113096,"R",984,"R",4593,"R",21,"R",969,"R",0,"R",0,"R",969,"R",716,"R",74,"R",1350,"R",0,"R",0,"R",1350,"R",651,"R",48,"R",27,2017
"270",113111,"R",503,"R",2149,"R",23,"R",437,"R",0,"R",0,"R",437,"R",316,"R",72,"R",363,"R",0,"R",0,"R",363,"R",181,"R",50,"R",26,2017
"271",113193,"R",737,"R",3709,"R",20,"R",859,"R",0,"R",0,"R",859,"R",575,"R",67,"R",404,"R",0,"R",0,"R",404,"R",180,"R",45,"R",26,2017
"272",113218,"R",545,"R",3010,"R",18,"R",528,"R",0,"R",0,"R",528,"R",382,"R",72,"R",576,"R",0,"R",0,"R",576,"R",232,"R",40,"R",27,2017
"273",113236,"R",1235,"R",4859,"R",25,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",24,2017
"274",113333,"R",2333,"R",5761,"R",40,"R",2439,"R",0,"R",0,"R",2439,"R",1956,"R",80,"R",1055,"R",0,"R",0,"R",1055,"R",485,"R",46,"R",28,2017
"275",113449,"A",NA,"A",NA,"A",NA,"R",26,"Z",0,"Z",0,"R",26,"R",23,"R",88,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",13,2017
"276",113537,"A",NA,"A",NA,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",5,2017
"277",113573,"R",1410,"R",3193,"R",44,"R",1023,"R",0,"R",0,"R",1023,"R",750,"R",73,"R",851,"R",0,"R",0,"R",851,"R",460,"R",54,"R",28,2017
"278",113582,"R",2,"R",13,"R",15,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",8,2017
"279",113634,"R",1282,"R",4893,"R",26,"R",1319,"R",0,"R",0,"R",1319,"R",1035,"R",78,"R",1068,"R",0,"R",0,"R",1068,"R",593,"R",56,"R",26,2017
"280",113698,"R",241,"R",331,"R",73,"R",268,"Z",0,"Z",0,"R",268,"R",231,"R",86,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"R",9,2017
"281",113856,"R",2029,"R",13153,"R",15,"R",1859,"R",0,"R",0,"R",1859,"R",1226,"R",66,"R",2606,"R",0,"R",0,"R",2606,"R",1196,"R",46,"R",34,2017
"282",113980,"R",2505,"R",7205,"R",35,"R",2433,"R",0,"R",0,"R",2433,"R",1888,"R",78,"R",1554,"R",0,"R",0,"R",1554,"R",827,"R",53,"R",28,2017
